brand,version_dgt,model,segment,subsegment,high_perf,body_type,fuel,fuel_type
RENAULT TRUCKS,2.3 DCI 165 3T5 L2 H1 E20 CCAB,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,2.3 DCI 165 3T5 L3 H1 E30 CCAB,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,2.3 DCI 165.35 L3 H2 E20+ RS,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,2.3 DCI 165.35 L3 H2 E30+,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,2.3 DCI 165.35 L4 H3 E30+ RG,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,2.3 DCI 165.35 L4 H3 E30+ RS,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,2.3 DCI 170 3T5 L3 H1 E30 CCAB,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,DC P L2 3500 RS E BLUE DCI 121,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,DC P L3 3500 RG E BLUE DCI 121,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,DC P L4 3500 RG E BLUE DCI 107,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,DC P L4 3500 RG E BLUE DCI 121,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,DC T L2H2 3500 BLUE DCI 110KW ,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,DC T L3H2 3500 BLUE DCI 132KW ,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,E-TECH CHASIS CABINA TRACCION ,MASTER,SKL,REST,Standard,TRANSPORTER,Electrico,BEV
RENAULT TRUCKS,E-TECH PISO CABINA TRACCION L2,MASTER,SKL,REST,Standard,TRANSPORTER,Electrico,BEV
RENAULT TRUCKS,E-TECH PISO CABINA TRACCION L3,MASTER,SKL,REST,Standard,TRANSPORTER,Electrico,BEV
RENAULT TRUCKS,P L4 3500 RG EN BLUE DCI 121KW,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L1H1 3500 BL DCI 99W (135CV),MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L1H1 3500 EN BL DCI 110 KW B,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L1H1 3500 EN. BL. DCI 110 KW,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L1H2 3500 B DCI E 110KW (150,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L1H2 3500 B DCI E 110KW 150C,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L1H2 3500 BL DCI 99W (135CV),MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L2 3500 ENERGY BL DCI 121KW ,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L2H2 3500 B DCI E 110KW (150,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L2H2 3500 B DCI E 110KW 150C,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L2H2 3500 BL DCI 99KW (135CV,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L2H3 3500 B DCI E 110KW (150,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L2H3 3500 DCI 99KW (135CV),MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L3 3500 ENERGY BL DCI 121KW ,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L3H2 3500 B DCI E 110KW (150,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L3H2 3500 B DCI E 110KW BVR,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L3H2 3500 BL DCI 99KW(135CV),MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L3H3 3500 B DCI E 110KW (150,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L3H3 3500 B DCI E 132KW (180,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
RENAULT TRUCKS,T L3H3 3500 BL DCI 99KW (135CV,MASTER,SKL,REST,Standard,TRANSPORTER,Diesel,ICE
ROLLS-ROYCE,CULLINAN,CULLINAN,GKL+,FOCUS SEGMENT,Standard,SAV,Gasolina,ICE
SEAT,1.0 ECOTSI 66KW (90CV) S&S REF,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 ECOTSI 81KW (110CV) S&S RE,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 ECOTSI 81KW (110CV) S&S ST,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 ETSI 81 KW (110CV) DSG-7 S,LEON,UKL2,REST,Standard,ESTATE,Gasolina Mild Hybrid,ICE
SEAT,1.0 ETSI 81 KW (110CV) DSG7 ST,LEON,UKL2,REST,Standard,ESTATE,Gasolina Mild Hybrid,ICE
SEAT,1.0 ETSI 81KW (110CV) DSG7 S&S,LEON,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
SEAT,1.0 MPI 80CV S&S REFERENCE,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 MPI 80CV S&S REFERENCE PLU,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 MPI 80CV S&S REFERENCE XL,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 MPI 80CV S&S REFERENCE XM,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 MPI 80CV S&S STYLE,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 MPI 80CV S&S STYLE GO2,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 MPI 80CV S&S STYLE PLUS,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 MPI 80CV S&S STYLE XL WIRE,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 MPI 80CV S&S STYLE XM WIRE,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TGI 66KW (90CV) S&S XCELLE,ARONA,UKL1,REST,Standard,SAV,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 66KW (90CV) S&S XPERIE,ARONA,UKL1,REST,Standard,SAV,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S FR GO2 GNC,ARONA,UKL1,REST,Standard,SAV,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S FR PLUS,ARONA,UKL1,REST,Standard,SAV,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S FR XS,IBIZA,UKL1,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S REFERENCE GNC,IBIZA,UKL1,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S REFERENCE GO2,IBIZA,UKL1,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S REFERENCE XM,ARONA,UKL1,REST,Standard,SAV,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S STYLE PLUS,ARONA,UKL1,REST,Standard,SAV,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S STYLE PLUS GN,IBIZA,UKL1,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S STYLE XL WIRE,IBIZA,UKL1,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S STYLE XM,ARONA,UKL1,REST,Standard,SAV,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S STYLE XM WIRE,IBIZA,UKL1,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S XCELLENCE GNC,IBIZA,UKL1,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SEAT,1.0 TGI 90CV S&S XCELLENCE PLU,IBIZA,UKL1,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SEAT,1.0 TSI 110 CV S&S DSG-7 FR,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110 CV S&S DSG-7 FR GO,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110 CV S&S DSG-7 FR PL,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110 CV S&S DSG-7 XCELL,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S FR,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S FR GO2,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S FR PLUS,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S FR XL,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S FR XM,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S STYLE,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S STYLE G,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S STYLE P,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S STYLE X,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S XCELLEN,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV DSG7 S&S XPERIEN,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S FR,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S FR GO2,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S FR ONE,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S FR PLUS,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S FR XL,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S FR XL RX,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S FR XM,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S FR XS,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S SPECIAL EDIT,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S STYLE,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S STYLE GO2,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S STYLE PLUS,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S STYLE XL,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S STYLE XL WIR,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S STYLE XM,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S STYLE XM WIR,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S XCELLENCE,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S XCELLENCE GO,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S XCELLENCE PL,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S XPERIENCE,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S XPERIENCE PL,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S XPERIENCE XL,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S XPERIENCE XM,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S XPERIENCE XS,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 110CV S&S XPERIENCE XX,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 81KW (110CV) S&S REFER,ATECA,UKL2,REST,Standard,SAT,Gasolina,ICE
SEAT,1.0 TSI 81KW (110CV) S&S STYLE,ATECA,UKL2,REST,Standard,SAT,Gasolina,ICE
SEAT,1.0 TSI 95CV S&S REFERENCE,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 95CV S&S REFERENCE XM,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.0 TSI 95CV XCELLENCE,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.4 E-HYBRID 150KW (204 CV) DS,LEON,UKL2,REST,Standard,ESTATE,Gasolina/Electrico Enchufable,PHEV
SEAT,1.4 E-HYBRID 150KW (204CV) DSG,LEON,UKL2,REST,Standard,ESTATE,Gasolina/Electrico Enchufable,PHEV
SEAT,1.4 TSI 150CV (110KW) DSG S&S ,ALHAMBRA,KKL,REST,Standard,MPV,Gasolina,ICE
SEAT,1.4 TSI 150CV (110KW) S&S STYL,ALHAMBRA,KKL,REST,Standard,MPV,Gasolina,ICE
SEAT,1.4 TSI 180KW (245CV) DSG EHYB,TARRACO,KKL,REST,Standard,SAV,Gasolina/Electrico Enchufable,PHEV
SEAT,1.4 TSI E-HYBRID 150KW (204CV),LEON,UKL2,REST,Standard,HACH 5P,Gasolina/Electrico Enchufable,PHEV
SEAT,1.4 TSI E-HYBRID 150KW(204CV) ,LEON,UKL2,REST,Standard,HACH 5P,Gasolina/Electrico Enchufable,PHEV
SEAT,1.4 TSI E-HYBRID 150KW(204CV)D,LEON,UKL2,REST,Standard,HACH 5P,Gasolina/Electrico Enchufable,PHEV
SEAT,1.4E-HYBRID150KW(204CV)DSGS&SX,LEON,UKL2,REST,Standard,ESTATE,Gasolina/Electrico Enchufable,PHEV
SEAT,1.5 ECOTSI 110KW (150CV) DSG S,ATECA,UKL2,REST,Standard,SAT,Gasolina,ICE
SEAT,1.5 ECOTSI 110KW (150CV) S&S F,ATECA,UKL2,REST,Standard,SAT,Gasolina,ICE
SEAT,1.5 ECOTSI 110KW (150CV) S&S S,ATECA,UKL2,REST,Standard,SAT,Gasolina,ICE
SEAT,1.5 ECOTSI 110KW (150CV) S&S X,ATECA,UKL2,REST,Standard,SAT,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV DSG7 S&S FR,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV DSG7 S&S FR E,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV DSG7 S&S FR G,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV DSG7 S&S FR P,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV DSG7 S&S FR X,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV DSG7 S&S SPEC,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV DSG7 S&S STYL,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV DSG7 S&S X-PE,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S FR,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S FR GO,ARONA,UKL1,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S FR GO L,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S FR XL,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S STYLE,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S STYLE EDI,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S STYLE GO,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S STYLE XL,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S STYLE XM,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S X-PERIENC,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ECOTSI 150CV S&S XCELLENCE,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,1.5 ETSI 110 KW (150CV) DSG-7 ,LEON,UKL2,REST,Standard,ESTATE,Gasolina Mild Hybrid,ICE
SEAT,1.5 ETSI 110KW (150 CV) DSG S&,LEON,UKL2,REST,Standard,ESTATE,Gasolina Mild Hybrid,ICE
SEAT,1.5 ETSI 110KW (150 CV)DSGS&S ,LEON,UKL2,REST,Standard,ESTATE,Gasolina Mild Hybrid,ICE
SEAT,1.5 ETSI 110KW (150CV) DSG7 S&,LEON,UKL2,REST,Standard,HACH 5P,Gasolina Mild Hybrid,ICE
SEAT,1.5 TGI 96KW (130CV) DSG-7 ST&,LEON,UKL2,REST,Standard,ESTATE,Gas natural comprimido (GNC),ICE
SEAT,1.5 TGI 96KW (130CV) DSG7 ST&S,LEON,UKL2,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SEAT,1.5 TSI 110KW (150 CV) S&S FR ,LEON,UKL2,REST,Standard,ESTATE,Gasolina,ICE
SEAT,1.5 TSI 110KW (150 CV) S&S XCE,LEON,UKL2,REST,Standard,ESTATE,Gasolina,ICE
SEAT,1.5 TSI 110KW (150CV) FR,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 110KW (150CV) FR GO L,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 110KW (150CV) S&S XCEL,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 150 CV S&S DSG-7 FR,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 150 CV S&S DSG-7 FR PL,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 150 CV S&S DSG-7 FR XL,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 150 CV S&S DSG-7 FR XM,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 150 CV S&S DSG-7 FR XS,IBIZA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 96KW (130 CV) S&S FR X,LEON,UKL2,REST,Standard,ESTATE,Gasolina,ICE
SEAT,1.5 TSI 96KW (130 CV) S&S STYL,LEON,UKL2,REST,Standard,ESTATE,Gasolina,ICE
SEAT,1.5 TSI 96KW (130 CV) S&S XCEL,LEON,UKL2,REST,Standard,ESTATE,Gasolina,ICE
SEAT,1.5 TSI 96KW (130CV) S&S FR XL,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 96KW (130CV) S&S FR XM,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 96KW (130CV) S&S FR XS,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 96KW (130CV) S&S STYLE,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,1.5 TSI 96KW (130CV) S&S XCELL,LEON,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SEAT,2.0 ECOTSI 140 KW 190CV S&S DS,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,2.0 ECOTSI 140KW (190CV) DSG 4,ATECA,UKL2,REST,Standard,SAT,Gasolina,ICE
SEAT,2.0 ECOTSI 140KW (190CV) DSG-7,ATECA,UKL2,REST,Standard,SAT,Gasolina,ICE
SEAT,2.0 ECOTSI 140KW 190CV S&S DSG,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,2.0 ECOTSI 140KW 190CV S&SDSG ,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,2.0 ECOTSI 180 KW 245CV S&S DS,TARRACO,KKL,REST,Standard,SAV,Gasolina,ICE
SEAT,2.0 TDI 110KW 150CV DSG S&S FR,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV DSG S&S ST,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV DSG S&S X-,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV DSG S&S XC,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV S&S FR,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV S&S FR GO ,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV S&S FR XL,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV S&S FR XM,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV S&S STYLE,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV S&S STYLE ,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV S&S X-PERI,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW 150CV S&S XCELLE,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 110KW S/S STYLE,LEON,UKL2,REST,Standard,HACH 5P,Diesel,ICE
SEAT,2.0 TDI 147KW 200CV 4DRIVE DSG,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 150CV S&S STYLE,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 150CV S&S STYLE GO,TARRACO,KKL,REST,Standard,SAV,Diesel,ICE
SEAT,2.0 TDI 85KW (115CV) S&S REFER,LEON,UKL2,REST,Standard,HACH 5P,Diesel,ICE
SEAT,2.0 TDI 85KW (115CV) S&S STYLE,LEON,UKL2,REST,Standard,HACH 5P,Diesel,ICE
SEAT,2.0 TDI CR 110KW (150 CV) DSG ,LEON,UKL2,REST,Standard,ESTATE,Diesel,ICE
SEAT,2.0 TDI CR 110KW (150 CV) S&S ,LEON,UKL2,REST,Standard,ESTATE,Diesel,ICE
SEAT,2.0 TDI CR 110KW (150CV) DSG S,ATECA,UKL2,REST,Standard,SAT,Diesel,ICE
SEAT,2.0 TDI CR 110KW (150CV) DSG7 ,LEON,UKL2,REST,Standard,HACH 5P,Diesel,ICE
SEAT,2.0 TDI CR 110KW (150CV) S&S F,ATECA,UKL2,REST,Standard,SAT,Diesel,ICE
SEAT,2.0 TDI CR 110KW (150CV) S&S S,ATECA,UKL2,REST,Standard,SAT,Diesel,ICE
SEAT,2.0 TDI CR 110KW (150CV) S&S X,ATECA,UKL2,REST,Standard,SAT,Diesel,ICE
SEAT,2.0 TDI CR 110KW(150 CV)DSGS&S,LEON,UKL2,REST,Standard,ESTATE,Diesel,ICE
SEAT,2.0 TDI CR 110KW(150CV)DSG 4DR,ATECA,UKL2,REST,Standard,SAT,Diesel,ICE
SEAT,2.0 TDI CR 85 KW (115CV) ST&SP,LEON,UKL2,REST,Standard,ESTATE,Diesel,ICE
SEAT,2.0 TDI CR 85KW (115CV) S&S RE,ATECA,UKL2,REST,Standard,SAT,Diesel,ICE
SEAT,2.0 TDI CR 85KW (115CV) S&S ST,ATECA,UKL2,REST,Standard,SAT,Diesel,ICE
SERES,SERES 3 LUXURY,SERES 3,UKL2,REST,Standard,SAV,Electrico,BEV
SHINERAY,SWM G01 6AT ELITE,SWM G01,MKL,REST,Standard,SUV,Gasolina,ICE
SHINERAY,SWM G01 6MT BASIC,SWM G01,MKL,REST,Standard,SUV,Gasolina,ICE
SHINERAY,SWM G01 6MT ELITE,SWM G01,MKL,REST,Standard,SUV,Gasolina,ICE
SHINERAY,SWM G01 F 6AT PREMIUM,SWM G01F,MKL,REST,Standard,SUV,Gasolina,ICE
SHINERAY,SWM G01 F LUXURY,SWM G01F,MKL,REST,Standard,SUV,Gasolina,ICE
SKODA,1.0 MPI 59KW 80CV TM 5V AMBITI,FABIA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SKODA,1.0 PMI 59KW 80CV TM 5V ACTIVE,FABIA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SKODA,1.0 PMI 59KW 80CV TM 5V EMOTIO,FABIA,UKL1,REST,Standard,HACH 5P,Gasolina,ICE
SKODA,1.0 TGI 66KW (90CV) ACTIVE,SCALA,UKL2,REST,Standard,HACH 5P,Gas natural comprimido (GNC),ICE
SKODA,1.0 TSI 70 KW (95CV) ACTIVE,KAMIQ,UKL1,REST,Standard,SAV,Gasolina,ICE
SKODA,1.0 TSI 70 KW (95CV) AMBITION,KAMIQ,UKL1,REST,Standard,SAV,Gasolina,ICE
SKODA,1.0 TSI 70 KW (95CV) DESIGN,KAMIQ,UKL1,REST,Standard,SAV,Gasolina,ICE
SKODA,1.0 TSI 70 KW (95CV) ESSENCE,KAMIQ,UKL1,REST,Standard,SAV,Gasolina,ICE
SKODA,1.0 TSI 70 KW (95CV) SELECTION,KAMIQ,UKL1,REST,Standard,SAV,Gasolina,ICE
SKODA,1.0 TSI 70KW (95CV) ACTIVE,SCALA,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
SKODA,1.0 TSI 70KW (95CV) AMBITION,SCALA,UKL2,REST,Standard,HACH 5P,Gasolina,ICE
