BRAND,SUB_MODEL_NAME,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
TOYOTA,TOYOTA D-SEDAN EV,D-SEDAN EV,TO1E,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TOYOTA,TOYOTA D-SUV EV,D-SUV EV,TO1L,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA,TOYOTA D-VAN EV,D-VAN EV,TO0M,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA DYNA 200-400,DYNA 200-400,TODZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA DYNA 280,DYNA 280,TOD6,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA DYNA/TOYOACE UNSPEC.,DYNA/TOYOACE UNSPECIFIED,TODX,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA ECHO VERSO,ECHO VERSO,TOEV,,MPV,BASE,REST,UKL1,MPV,MPV
TOYOTA,TOYOTA E-MPV EV,E-MPV EV,TO0K,,MPV,BASE,REST,MKL,MPV,MPV
TOYOTA,TOYOTA E-PALETTE,E-PALETTE,TOE0,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA ETIOS LIVA,ETIOS LIVA,TOLV,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
TOYOTA,TOYOTA EXSIOR,EXSIOR,TOEX,,HATCHBACK,BASE,REST,KKL,HATCH,HATCH
TOYOTA,TOYOTA TOURING HIACE,TOURING HIACE,TOTH,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA HILUX RANGGA,HILUX RANGGA,TO!5,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA HILUX REVO EV,HILUX REVO EV,TO16,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA IMV0,IMV0,TOI0,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA VENTURE,VENTURE,TOVE,,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
TOYOTA,TOYOTA ZACE,ZACE,TOZA,,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
TOYOTA,TOYOTA INNOVA CROSS,INNOVA CROSS,TO1N,,MPV,BASE,REST,UKL2,MPV,MPV
TOYOTA,TOYOTA INNOVA HYCROSS,INNOVA HYCROSS,TO7L,,MPV,BASE,REST,UKL2,MPV,MPV
TOYOTA,TOYOTA KIJANG INNOVA ZENIX,KIJANG INNOVA ZENIX,TO1I,,MPV,BASE,REST,UKL2,MPV,MPV
TOYOTA,TOYOTA IZOA,IZOA,TOIZ,,SUV,BASE,REST,UKL1,SAV,SAC
TOYOTA,TOYOTA LAND CRUISER SE,LAND CRUISER SE,TO!#,,SUV,BASE,REST,GKL,SUV,SUV
TOYOTA,TOYOTA LEXCEN,LEXCEN,TOLX,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
TOYOTA,TOYOTA MAJESTY,MAJESTY,TO!1,,MPV,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA MASTERACE,MASTERACE,TOMA,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA NAV1,NAV1,TOV1,,MPV,BASE,REST,KKL,MPV,MPV
TOYOTA,TOYOTA ORIGIN,ORIGIN,TOOR,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TOYOTA,TOYOTA BANDEIRANTE,BANDEIRANTE,TOBA,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA BJ 50,BJ 50,TOJ1,,SUV,BASE,REST,MKL,SUV,SUV
TOYOTA,TOYOTA BJ 55,BJ 55,TOJ6,,SUV,BASE,REST,MKL,SUV,SUV
TOYOTA,TOYOTA LAND CRUISER 125,LAND CRUISER 125,TOL6,,SUV,BASE,REST,MKL,SUV,SUV
TOYOTA,TOYOTA LAND CRUISER 250 (PRADO,LAND CRUISER 250 (PRADO),TO!7,,SUV,BASE,REST,MKL,SUV,SUV
TOYOTA,TOYOTA OJ 50,OJ 50,TOJ0,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA OJ 55,OJ 55,TOJ5,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA PREVIA/ESTIMA UNSPEC.,PREVIA/ESTIMA UNSPECIFIED,TOPR,,MPV,BASE,REST,MKL,MPV,MPV
TOYOTA,TOYOTA PRONARD,PRONARD,TOPD,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
TOYOTA,TOYOTA QUALIS,QUALIS,TOQU,,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
TOYOTA,TOYOTA RANGGA,RANGGA,TO!$,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA STALLION,STALLION,TO1U,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA STOUT,STOUT,TOS1,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA T100,T100,TOT1,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
TOYOTA,TOYOTA TAMARAW,TAMARAW,TO1J,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA TERCEL/CORSA UNSPEC.,TERCEL/CORSA UNSPECIFIED,TOTE,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
TOYOTA,TOYOTA MODEL F/SPACECRUISER U,MODEL F/SPACECRUISER,TOSP,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA TOYOACE,TOYOACE,TOYO,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA UNSPEC.,UNSPECIFIED,TOZZ,,COUPE,BASE,REST,MKL,COUPE,COUPE
TOYOTA,TOYOTA URBAN CRUISER TAISOR,URBAN CRUISER TAISOR,TO!&,,SUV,BASE,REST,UKL1,SAV,SAV
TOYOTA,TOYOTA WIGO,WIGO,TOWG,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
TOYOTA,TOYOTA VIOS (ATIV),VIOS (ATIV),TOV5,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
TOYOTA,TOYOTA YRV,YRV,TOYR,,MPV,BASE,REST,UKL1,MPV,MPV
TOYOTA-FAW,TOYOTA-FAW BZ1X,BZ1X,T8B1,,SUV,BASE,REST,UKL0,HATCH,HATCH
TOYOTA-FAW,TOYOTA-FAW BZ3C TBD,BZ3C TBD,T80C,,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA-FAW,TOYOTA-FAW BZ3X,BZ3X,T805,,SUV,BASE,REST,UKL2,SAV,SAV
TOYOTA-FAW,TOYOTA-FAW BZ4,BZ4,T8B4,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TOYOTA-FAW,TOYOTA-FAW BZ5,BZ5,T8B5,,SUV,BASE,REST,KKL,SAV,SAC
TOYOTA-FAW,TOYOTA-FAW BZ5X,BZ5X,T80B,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA-FAW,TOYOTA-FAW D-CUV EV,D-CUV EV,T80A,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA-FAW,TOYOTA-FAW D-SEDAN EV,D-SEDAN EV,T807,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TOYOTA-FAW,TOYOTA-FAW D-SUV EV,D-SUV EV,T8!!,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA-FAW,TOYOTA-FAW GRANVIA EV,GRANVIA EV,T800,,MPV,BASE,REST,MKL,MPV,MPV
TOYOTA-FAW,TOYOTA-FAW SIENTA,SIENTA,T8ST,,MPV,BASE,REST,UKL1,MPV,MPV
TOYOTA-FAW,TOYOTA-FAW UNSPEC.,UNSPECIFIED,T8ZZ,,SUV,BASE,REST,UKL2,UNSPEC.,UNSPEC.
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU BZ1X,BZ1X,WDB1,,SUV,BASE,REST,UKL0,HATCH,HATCH
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU BZ3,BZ3,WD0G,,SEDAN,BASE,REST,UKL2,SAV,SAV
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU BZ4,BZ4,WD09,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU BZ5X,BZ5X,WDB5,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU BZ7,BZ7,WD0H,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU C-CUV EV,C-CUV EV,WD0E,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU D-CUV EV,D-CUV EV,WD0C,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU D-SEDAN EV,D-SEDAN EV,WD00,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU D-SUV EV,D-SUV EV,WD!#,,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU LAND CRUISER,LAND CRUISER SE,WD!!,,SUV,BASE,REST,MKL,SUV,SUV
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU SIENNA EV,SIENNA EV,WD0D,,MPV,BASE,REST,MKL,MPV,MPV
TOYOTA-GUANGZHOU,TOYOTA-GUANGZHOU YARIS CROSS,YARIS CROSS,WDYC,,SUV,BASE,REST,UKL1,SAV,SAV
TRABANT,TRABANT UNSPEC.,UNSPECIFIED,TRZZ,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
TRANSINCO,TRANSINCO SINOTRUK-SERIES,SINOTRUK-SERIES,VYSZ,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
ROVER,TRIUMPH 2000/2500,2000/2500,ROT2,,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
ROVER,TRIUMPH ACCLAIM,ACCLAIM,ROTA,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ROVER,TRIUMPH DOLOMITE/TOLEDO,DOLOMITE/TOLEDO,ROTD,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ROVER,TRIUMPH SPITFIRE/GT6,SPITFIRE/GT6,ROTS,,ROADSTER,BASE,REST,UKL1,ROADSTER,ROADSTER
ROVER,TRIUMPH TR7,TR7,ROT7,,COUPE,BASE,REST,UKL2,COUPE,COUPE
TROPOS MOTORS EUROPE GMBH,TROPOS ABLE XT,ABLE XT,2TAB,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TVR,TVR GRIFFITH,GRIFFITH,TV01,,COUPE,PREMIUM,REST,MKL,COUPE,COUPE
TVR,TVR TASMIN,TASMIN,TVTA,,COUPE,PREMIUM,REST,MKL,COUPE,COUPE
TVR,TVR UNSPEC.,UNSPECIFIED,TVZZ,,COUPE,PREMIUM,REST,MKL,COUPE,COUPE
UAZ,UAZ 2206,2206,UA17,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UAZ,UAZ 2363,2363,UA63,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
UAZ,UAZ 3150 SHALUN,3150 SHALUN,UA06,,SUV,BASE,REST,UKL2,SUV,SUV
UAZ,UAZ 31512 COMMANDER,31512 COMMANDER,UA01,,SUV,BASE,REST,UKL2,SUV,SUV
UAZ,UAZ 31514,31514,UA02,,SUV,BASE,REST,UKL2,SUV,SUV
UAZ,UAZ 3159 WIDE GAUGE,3159 WIDE GAUGE,UA05,,SUV,BASE,REST,UKL2,SUV,SUV
UAZ,UAZ 3160,3160,UA60,,SUV,BASE,REST,UKL2,SUV,SUV
UAZ,UAZ 3741,3741,UA11,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UAZ,UAZ 3909 FARMER,3909 FARMER,UA12,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UAZ,UAZ 39094 FARMER,39094 FARMER,UA16,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UAZ,UAZ 39095,39095,UA14,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UAZ,UAZ 3962,3962,UA13,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UAZ,UAZ 39625,39625,UA15,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UAZ,UAZ C-CUV,C-CUV,UA0A,,SUV,BASE,REST,UKL2,SAV,SAV
UAZ,UAZ CLASSIC COMMERCIAL,CLASSIC COMMERCIAL,UACC,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UAZ,UAZ DAKAR,DAKAR,UADA,,SUV,BASE,REST,UKL2,SUV,SUV
UAZ,UAZ EXPLORER,EXPLORER,UAEX,,SUV,BASE,REST,UKL2,SUV,SUV
UAZ,UAZ UNSPEC.,UNSPECIFIED,UAZZ,,SUV,BASE,REST,UKL2,SUV,SUV
UAZ,UAZ MARATHON,MARATHON,UAMA,,SUV,BASE,REST,UKL2,SUV,SUV
UD TRUCKS,UD TRUCKS CONDOR (MD),CONDOR (MD),NDCO,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
UD TRUCKS,UD TRUCKS PK,PK,NDPK,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
UD TRUCKS,UD TRUCKS CK/TK,CK/TK,NDCK,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
UD TRUCKS,UD TRUCKS CW,CW,NDCW,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
UD TRUCKS,UD TRUCKS UD,UD,NDUD,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
UD TRUCKS,UD TRUCKS UNSPEC.,UNSPECIFIED,NDZZ,,BUS,BASE,REST,SKL,BUS,BUS
UD TRUCKS,UD TRUCKS YU 41,YU 41,NDYU,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UMM,UMM ALTER,ALTER,UMAL,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
UMM,UMM ENTREPRENEUR,ENTREPRENEUR,UMEN,,SUV,BASE,REST,KKL,SUV,SUV
UMM,UMM UNSPEC.,UNSPECIFIED,UMZZ,,SUV,BASE,REST,KKL,SUV,SUV
UNIC,UNIC DAILY,DAILY,UNDA,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
UNIC,UNIC UNSPEC.,UNSPECIFIED,UNZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
OTHER,UNSPECIFIED,UNSPECIFIED,ZZZZ,,BUS,BASE,REST,SKL,BUS,BUS
OTHER,UNSPECIFIED HV,UNSPECIFIED HEAVY COMMERCIAL,ZZXX,,BUS,BASE,REST,SKL,BUS,BUS
OTHER,UNSPECIFIED LV,UNSPECIFIED LIGHT COMMERCIAL,ZZYY,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
OTHER,UNSPECIFIED SUV,UNSPECIFIED SUV,ZZ44,,SUV,BASE,REST,UKL2,SUV,SUV
URALAZ,URALAZ UNSPEC.,UNSPECIFIED,ULZZ,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
VALENTINI,VALENTINI P200,P200,V1P2,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VALENTINI,VALENTINI P250,P250,V1P5,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VANTAS,VANTAS TXL,TXL,1VTX,,SUV,BASE,REST,KKL,SAV,SAV
VANTAS,VANTAS VX,VX,1VVX,,SUV,BASE,REST,KKL,SAV,SAV
VAUXHALL,VAUXHALL ASTRAMAX,ASTRAMAX,VXAX,,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VAUXHALL,VAUXHALL ASTRAVAN/-MAX UNSPEC,ASTRAVAN/-MAX UNSPECIFIED,VXAM,,WAGON,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VAUXHALL,VAUXHALL CF,CF,VXCF,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VAUXHALL,VAUXHALL CHEVANNE,CHEVANNE,VXCN,,WAGON,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VAUXHALL,VAUXHALL CHEVETTE,CHEVETTE,VXCH,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
VAUXHALL,VAUXHALL FRONTERA,FRONTERA,VX!!,,SUV,BASE,REST,UKL1,SAV,SAV
VAUXHALL,VAUXHALL HA,HA,VXHA,,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VAUXHALL,VAUXHALL MANTA,MANTA,VX09,,SUV,BASE,REST,KKL,SAV,SAV
VAUXHALL,VAUXHALL MIDI,MIDI,VXMD,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VAUXHALL,VAUXHALL UNSPEC.,UNSPECIFIED,VXZZ,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
VAUXHALL,VAUXHALL VIVA CLASSIC,VIVA CLASSIC,VXVI,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VAUXHALL,VAUXHALL VX RANGE,VX RANGE,VXVX,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
AVTOVAZ,VAZ 112,112,V212,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
AVTOVAZ,VAZ 21-RANGE,21-RANGE,V221,,SUV,BASE,REST,UKL1,SUV,SUV
AVTOVAZ,VAZ 215,215,V2N5,,SUV,BASE,REST,UKL2,SAV,SAV
AVTOVAZ,VAZ UNSPEC.,UNSPECIFIED,V2ZZ,,UNSPECIFIED,BASE,REST,UKL1,UNSPEC.,UNSPEC.
AVTOVAZ,VAZ VIS 2345,2345,V217,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VDL JONCKHEERE,VDL JONCKHEERE UNSPEC.,UNSPECIFIED,JOZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VDL,VDL SMALL BUS UNSPEC.,SMALL BUS UNSPECIFIED,VDSB,,VAN,BASE,REST,SKL,BUS,BUS
VEAM MOTOR,VEAM MOTOR UNSPEC.,UNSPECIFIED,U7ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
VENTURI,VENTURI UNSPEC.,UNSPECIFIED,MVVE,,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
VENUCIA,VENUCIA C-SEDAN,C-SEDAN,VC0F,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VENUCIA,VENUCIA C-SEDAN EV,C-SEDAN EV,VC0G,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VENUCIA,VENUCIA C-SUV,C-SUV,VC03,,SUV,BASE,REST,UKL2,SAV,SAV
VENUCIA,VENUCIA D-SEDAN EV,D-SEDAN EV,VC0H,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
VENUCIA,VENUCIA D-SUV,D-SUV,VCD4,,SUV,BASE,REST,KKL,SAV,SAV
VENUCIA,VENUCIA E30,E30,VC0C,,SUV,BASE,REST,UKL0,SAV,SAV
VENUCIA,VENUCIA STAR EV,STAR EV,VC0D,,SUV,BASE,REST,UKL2,SAV,SAV
VGV,VGV F16,F16,3C!!,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VGV,VGV PIONEER V,PIONEER V,3C!$,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VGV,VGV U75,U75,3C00,,SUV,BASE,REST,KKL,SAV,SAV
VGV,VGV UNSPEC.,UNSPECIFIED,3CZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
VGV,VGV VX7,VX7,3C03,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VICTORY (YICHY),VICTORY (YICHY) GHT1020,GHT1020,PJSM,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VICTORY (YICHY),VICTORY (YICHY) GHT6400,GHT6400,PJ64,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VICTORY (YICHY),VICTORY (YICHY) UNSPEC.,UNSPECIFIED,PJZZ,,UNSPECIFIED,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VICTORY (YICHY),VICTORY MINIBUS,MINIBUS,PJMB,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VIEW,VIEW HIACE,HIACE,VIHA,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VIEW,VIEW PASSENGER CAR (ALPHA),PASSENGER CAR (ALPHA),VIPC,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VIEW,VIEW SURFING (CHONGLANG),SURFING (CHONGLANG),VISF,,SUV,BASE,REST,KKL,SUV,SUV
VIEW,VIEW UNSPEC.,UNSPECIFIED,VIZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VIKTOR MEILI,VIKTOR MEILI UNSPEC.,UNSPECIFIED,VMZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VIKTOR MEILI,VIKTOR MEILI VM 3500,VM 3500,VM35,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VINFAST,VINFAST C-MPV EV,C-MPV EV,4V!@,,MPV,BASE,REST,UKL2,MPV,MPV
VINFAST,VINFAST EC VAN,EC VAN,4V!2,,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VINFAST,VINFAST HERIO-GREEN,HERIO-GREEN,4V!0,,SUV,BASE,REST,UKL0,SAV,SAV
VINFAST,VINFAST LIMO-GREEN,LIMO-GREEN,4V!&,,MPV,BASE,REST,KKL,MPV,MPV
VINFAST,VINFAST MINIO-GREEN,MINIO-GREEN,4V!$,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
VINFAST,VINFAST NERIO-GREEN,NERIO-GREEN,4V!1,,SUV,BASE,REST,UKL2,SAV,SAV
VINFAST,VINFAST UNSPEC.,UNSPECIFIED,4VZZ,,UNSPECIFIED,BASE,REST,UNSPEC.,UNSPEC.,UNSPEC.
VINFAST,VINFAST VF WILD,VF WILD,4V!!,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VOLGA,VOLGA C40,C40,VL!!,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VOLGA,VOLGA GAZ 24,GAZ 24,VL24,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
VOLGA,VOLGA GAZ 3102,GAZ 3102,VL31,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
VOLGA,VOLGA GAZ 3105,GAZ 3105,VL32,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
VOLGA,VOLGA GAZ UNSPEC.,UNSPECIFIED,VLZZ,,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
VOLGA,VOLGA K30,K30,VL!#,,SUV,BASE,REST,UKL2,SAV,SAV
VOLGA,VOLGA K40,K40,VL!$,,SUV,BASE,REST,KKL,SAV,SAV
VOLKSWAGEN,VOLKSWAGEN 1500/1600,1500/1600,VW56,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
VOLKSWAGEN,VOLKSWAGEN 411/412,411/412,VW12,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
VOLKSWAGEN,VOLKSWAGEN APOLLO,APOLLO,VWAP,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VOLKSWAGEN,VOLKSWAGEN ATLANTIC,ATLANTIC,VWAT,,COUPE,BASE,REST,UKL2,COUPE,COUPE
VOLKSWAGEN,VOLKSWAGEN ATLAS TANOAK,ATLAS TANOAK,VW0B,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VOLKSWAGEN,VOLKSWAGEN BEETLE/TYP-1,BEETLE/TYPE-1,VWBE,,CONVERTIBLE,BASE,REST,UKL1,CABRIO,CABRIO
VOLKSWAGEN,VOLKSWAGEN BUGGY,BUGGY,VWBY,,CONVERTIBLE,BASE,REST,UKL1,CABRIO,CABRIO
VOLKSWAGEN,VOLKSWAGEN BULLI TBD,BULLI TBD,VWBL,,MPV,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,VOLKSWAGEN CADDY UNSPEC.,CADDY UNSPECIFIED,VWCZ,,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
VOLKSWAGEN,VOLKSWAGEN VAN,VAN,VWVN,,VAN,BASE,REST,UKL2,MPV,MPV
VOLKSWAGEN,VOLKSWAGEN CARIBE,CARIBE,VWCR,,COUPE,BASE,REST,UKL1,HATCH,HATCH
VOLKSWAGEN,VOLKSWAGEN C-CUV,C-CUV,VW!0,,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
VOLKSWAGEN,VOLKSWAGEN C-SEDAN,C-SEDAN,VW!2,,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
VOLKSWAGEN,VOLKSWAGEN C-SEDAN EV,C-SEDAN EV,VWI0,,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
VOLKSWAGEN,VOLKSWAGEN UNSPEC. (CV),UNSPECIFIED COMMERCIAL VEHICLES,VWZY,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
VOLKSWAGEN,VOLKSWAGEN D-SEDAN EV,D-SEDAN EV,VW20,,SEDAN,NEAR PREMIUM,REST,KKL,SEDAN,SEDAN
VOLKSWAGEN,VOLKSWAGEN ESCARABAJO,ESCARABAJO,VWES,,CONVERTIBLE,BASE,REST,UKL1,CABRIO,CABRIO
VOLKSWAGEN,VOLKSWAGEN F-PICKUP,F-PICKUP,VW!@,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VOLKSWAGEN,VOLKSWAGEN FUSCA/TYP-1,FUSCA/TYPE-1,VWFU,,SEDAN,BASE,REST,UKL1,HATCH,HATCH
VOLKSWAGEN,VOLKSWAGEN GACEL,GACEL,VWGA,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VOLKSWAGEN,VOLKSWAGEN GOLF/BORA/VENTO/J,GOLF/BORA/VENTO,VWGJ,,UNSPECIFIED,NEAR PREMIUM,REST,UKL2,UNSPEC.,UNSPEC.
VOLKSWAGEN,VOLKSWAGEN ID RUGGEDZZ,ID RUGGEDZZ,VWIR,,SUV,NEAR PREMIUM,REST,KKL,SAV,SAV
VOLKSWAGEN,VOLKSWAGEN ID. TIGUAN,ID. TIGUAN,VW!1,,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
VOLKSWAGEN,VOLKSWAGEN ID. T-ROC,ID. T-ROC,VW00,,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
VOLKSWAGEN,VOLKSWAGEN ID.1,ID.1,VWI9,,HATCHBACK,NEAR PREMIUM,REST,UKL1,HATCH,HATCH
VOLKSWAGEN,VOLKSWAGEN ID.2,ID.2,VW0I,,HATCHBACK,NEAR PREMIUM,REST,UKL1,HATCH,HATCH
VOLKSWAGEN,VOLKSWAGEN ID.2 X,ID.2 X,VW0F,,SUV,NEAR PREMIUM,REST,UKL1,SAV,SAV
