BRAND,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
DAIHATSU,ROCKY,DHRC,2019.0,SUV,BASE,REST,UKL2,SUV,SUV
GUANGZHOU AUTO,IA5,GWI5,2019.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VOLKSWAGEN,GOLF,VWGO,2019.0,HATCHBACK,NEAR PREMIUM,REST,UKL2,HATCH,HATCH
VOLKSWAGEN,GTI,VWGT,2019.0,HATCHBACK,NEAR PREMIUM,REST,UKL2,HATCH,HATCH
VOLKSWAGEN,ID.3,VWI1,2019.0,HATCHBACK,NEAR PREMIUM,REST,UKL2,HATCH,HATCH
FERRARI,F8,FRF8,2019.0,COUPE,PREMIUM,TRAD. COMP.,GKL++1,COUPE,COUPE
AUDI,E-TRON SPORTBACK,AU02,2019.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAC
MAXUS,DELIVER 9,XU09,2019.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MAXUS,EDELIVER 3,XUED,2019.0,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUBARU,LEGACY,SBLG,2019.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
LYNK & CO,05,8Q0K,2019.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAC
BJEV,EU7 TBD,5QEU,2019.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BJEV,EX3,5QEX,2019.0,SUV,BASE,REST,UKL2,SAV,SAV
BJEV,EX5,5Q01,2019.0,SUV,BASE,REST,UKL2,SAV,SAV
MAHINDRA,XUV300,MH04,2019.0,SUV,BASE,REST,UKL1,SAV,SAV
RENAULT,CLIO,RECL,2019.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
BUICK-SHANGHAI,ENCORE GX,QK0F,2019.0,SUV,BASE,REST,UKL2,SAV,SAV
FORD-JMC,TERRITORY,QFTE,2019.0,SUV,BASE,REST,UKL2,SUV,SUV
HYUNDAI,I10,HYI1,2019.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
KIA,K5,KIK8,2019.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
VOLKSWAGEN-FAW,SAGITAR,QVSA,2019.0,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
VOLKSWAGEN-FAW,TACQUA,QV07,2019.0,SUV,NEAR PREMIUM,REST,UKL1,SAV,SAV
MAXUS,EUNIQ 6,XU06,2019.0,SUV,BASE,REST,KKL,SAV,SAV
HYUNDAI,HB20,HYPB,2019.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
RENAULT,ARKANA,RE0E,2019.0,SUV,BASE,REST,UKL2,SAV,SAC
RENAULT,CAPTUR,REX8,2019.0,SUV,BASE,REST,UKL1,SAV,SAV
BEIJING AUTO,EU7,BXE7,2019.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
FERRARI,MONZA,FRMZ,2019.0,ROADSTER,PREMIUM,TRAD. COMP.,GKL++3,ROADSTER,ROADSTER
EXEED,TXL,5EXL,2019.0,SUV,BASE,REST,KKL,SAV,SAV
SOUEAST,DX5,YDD5,2019.0,SUV,BASE,REST,UKL2,SAV,SAV
SSANGYONG,KORANDO,SGC2,2019.0,SUV,BASE,REST,UKL2,SAV,SAV
FAW,T33,F4T3,2019.0,SUV,BASE,REST,UKL1,SAV,SAV
BMW-BRILLIANCE,X2,XCX2,2019.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAC
EXEED,TX,5ELX,2019.0,SUV,BASE,REST,UKL2,SAV,SAV
VOLKSWAGEN-FAW,GOLF,QVGO,2019.0,HATCHBACK,NEAR PREMIUM,REST,UKL2,HATCH,HATCH
FOTON,TUNLAND,WQTU,2019.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
FOTON,VIEW C/VIEW,WQVI,2019.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MG,EXTENDER,MGEX,2019.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
SKODA-SHANGHAI,OCTAVIA,ZTOC,2019.0,HATCHBACK,BASE,REST,UKL2,SEDAN,SEDAN
MAXUS,EDELIVER 9,XU9E,2019.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
HYUNDAI,IX35,HY3A,2019.0,SUV,BASE,REST,UKL2,SAV,SAV
VOLKSWAGEN-SHANGHAI,POLO PLUS,SHPP,2019.0,HATCHBACK,NEAR PREMIUM,REST,UKL1,HATCH,HATCH
MAXUS,D60,XU02,2019.0,SUV,BASE,REST,KKL,SAV,SAV
FAW,R8,F4R8,2019.0,SUV,BASE,REST,UKL2,SAV,SAV
CADILLAC,XT6,CA02,2019.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
DONGFENG,E1,QD0U,2019.0,SUV,BASE,REST,UKL0,SAV,SAV
MERCEDES-BENZ,GLS,MBGS,2019.0,SUV,PREMIUM,TRAD. COMP.,GKL,SAV,SAV
DONGFENG,AEOLUS EX1,QD0K,2019.0,SUV,BASE,REST,UKL1,SAV,SAV
LAND ROVER,DEFENDER CLASSIC,LRLR,2019.0,SUV,PREMIUM,TRAD. COMP.,MKL,SUV,SUV
TOYOTA,HIGHLANDER,TOHD,2019.0,SUV,BASE,REST,MKL,SAV,SAV
ALPINA,XB7,AIXB,2019.0,SUV,PREMIUM,TRAD. COMP.,GKL,SAV,SAV
LDV,DELIVER 9,LVD9,2019.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHANA,MAMUT,YC0G,2019.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHANA,T3 SERIES,YC0T,2019.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHANA,X5,YCX5,2019.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ZANELLA,ZMAX TRUCK,1A01,2019.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ZEDRIV,GC1,UZG1,2019.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
ZEDRIV,GC2,UZG2,2019.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
ZEDRIV,GX5,UZG5,2019.0,SUV,BASE,REST,UKL2,SAV,SAV
JIANGLING EV,E180 EV2,4JE8,2019.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
RENAULT-DONGFENG,K-ZE,XRKW,2019.0,SUV,BASE,REST,UKL0,SAV,SAV
DONGFENG,FENGGUANG IX7,QD0J,2019.0,SUV,BASE,REST,KKL,SAV,SAV
KANDI,EX3,9KX3,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
YUDO,PI 3,8702,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
CHANA,EADO DT,YCED,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
GREAT WALL,HAVAL F5,GB5F,2018.0,SUV,BASE,REST,UKL2,SAV,SAC
CHANA,CS85 COUPE,YCCE,2018.0,SUV,BASE,REST,KKL,SAV,SAC
CADILLAC-SHANGHAI,UNSPECIFIED,Y6ZZ,2018.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,KKL,UNSPEC.,UNSPEC.
CADILLAC-SHANGHAI,XT4,Y6X4,2018.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
LEXUS,ES 200,LXE0,2018.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEXUS,ES 250,LXES,2018.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
HONDA,AMAZE,HOAM,2018.0,SEDAN,BASE,REST,UKL0,SEDAN,SEDAN
LAND ROVER-CHERY,R R EVOQUE,7LRE,2018.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
LANDWIND,XIAOYAO,L7XA,2018.0,SUV,BASE,REST,UKL2,SUV,SUV
NISSAN,TEANA,NIT3,2018.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
NISSAN,TERRA,NITA,2018.0,SUV,BASE,REST,KKL,SUV,SUV
LEXUS,ES 260,LXE6,2018.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEXUS,ES 300,LXE3,2018.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
FORD-CHANGAN,FOCUS,F7FO,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
SSANGYONG,ACTYON,SGAT,2018.0,SUV,BASE,REST,UKL2,SAV,SAC
SSANGYONG,ACTYON SPORTS,SGC1,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
MG,EHS TBD,MGEH,2018.0,SUV,BASE,REST,KKL,SAV,SAV
MG,EP,MGEP,2018.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
SKYWELL,D07,89D7,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,VENTO,VWVE,2018.0,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
KIA,K9,KIKN,2018.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
KIA,K900,KIK0,2018.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
BMW,330,BM3A,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
VOLKSWAGEN-FAW,BORA,QVBO,2018.0,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
SSANGYONG,MUSSO,SGMP,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
SSANGYONG,REXTON SPORTS,SGRS,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
MAXUS,EUNIQ 5,XU07,2018.0,MPV,BASE,REST,MKL,MPV,MPV
AUDI,A1,AUSB,2018.0,HATCHBACK,PREMIUM,TRAD. COMP.,UKL1,HATCH,HATCH
SOUEAST,A5,YDA5,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VOLKSWAGEN-FAW,TAYRON,QV04,2018.0,SUV,NEAR PREMIUM,REST,KKL,SAV,SAV
VOLVO,S60,VOS6,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
VOLKSWAGEN-SHANGHAI,LAVIDA,SHLA,2018.0,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
BMW-BRILLIANCE,I3 (LK),XCID,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
FAW,JUNPAI D80,F402,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
VOLKSWAGEN,TOUAREG,VWOR,2018.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
KIA,PROCEED,KIPC,2018.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
KIA,QUORIS,KIQU,2018.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
LYNK & CO,03,8Q02,2018.0,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
BJEV,EC5,5Q04,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
BJEV,EU5,5Q03,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
SUBARU,ASCENT,SBAS,2018.0,SUV,BASE,REST,MKL,SUV,SUV
SUBARU,EVOLTIS,SBEA,2018.0,SUV,BASE,REST,MKL,SAV,SAV
BMW,316,BM31,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
CHEVROLET,CHEYENNE,CHCY,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VOLKSWAGEN-FAW,CC,QVPC,2018.0,WAGON,NEAR PREMIUM,REST,KKL,SEDAN,SEDAN
HYUNDAI,NEXO,HY0B,2018.0,SUV,BASE,REST,KKL,SAV,SAV
AUDI,E-TRON,AUQ4,2018.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
DAIHATSU,MIRA TOCOT,DHCT,2018.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
SKODA-SHANGHAI,KAMIQ,ZT02,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
FAW,BESTURN T77,F4T7,2018.0,SUV,BASE,REST,UKL2,SAV,SAC
FAW,JUNPAI CX65,F4X6,2018.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
JEEP,GLADIATOR,JE01,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
KIA,FORTE,KIFO,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
FUKANG,ES500,4FE5,2018.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
GARIA,UTILITY CITY,58UC,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GUANGZHOU AUTO,GM6,GW05,2018.0,MPV,BASE,REST,UKL2,MPV,MPV
MERCEDES-BENZ,SPRINTER 419,MB2P,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 4500,MB45,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 511,MB1I,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 514,MBUS,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 515,MB1H,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 519,MBUQ,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
JEEP-GUANGZHOU,CHEROKEE,JPCH,2018.0,SUV,BASE,REST,KKL,SUV,SUV
VOLKSWAGEN-SHANGHAI,TERAMONT X,SHCC,2018.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAC
VOLKSWAGEN-SHANGHAI,THARU,SH05,2018.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
GEELY,BINYUE,C505,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
GEELY,BORUI GE,C5BE,2018.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
GEELY,COOLRAY,C5C0,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
VOLVO,V60 CROSS COUNTRY,VOXA,2018.0,WAGON,PREMIUM,TRAD. COMP.,KKL,ESTATE,ESTATE
KIA,CEED,KICD,2018.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
KIA,CERATO,KICC,2018.0,COUPE,BASE,REST,UKL2,COUPE,COUPE
GUANGZHOU AUTO,IX4 EV,GWX4,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
GUANGZHOU AUTO,SHIRUI,GWSH,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
GUANGZHOU AUTO,YUEJIE,GW0C,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
KIA,TELLURIDE,KITE,2018.0,SUV,BASE,REST,MKL,SAV,SAV
MERCEDES-BENZ,G 400,MBGJ,2018.0,SUV,PREMIUM,TRAD. COMP.,GKL,SUV,SUV
VOLKSWAGEN,JETTA,VWJE,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VOLKSWAGEN,LAVIDA,VWLV,2018.0,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
KIA,SOUL,KISO,2018.0,SUV,BASE,REST,UKL1,SAT,SAT
LUXGEN,URX,L004,2018.0,SUV,BASE,REST,KKL,SAV,SAV
BMW,Z4,BMZ4,2018.0,ROADSTER,PREMIUM,TRAD. COMP.,KKL,ROADSTER,ROADSTER
BAOJUN,E200,JXE2,2018.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
JAGUAR,I-PACE,JDIP,2018.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAC
GUANGZHOU AUTO,GS5,GWGS,2018.0,SUV,BASE,REST,KKL,SAV,SAV
MERCEDES-BENZ,SPRINTER 516,MB2N,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 517,MB3G,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BYD,TANG,DDTA,2018.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,TANG DM,DDTD,2018.0,SUV,BASE,REST,KKL,SAV,SAV
EVERUS,VE-1,LKV1,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
BMW-BRILLIANCE,3-SERIES,XC3S,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
CHERY,TIGGO 8 PRO,C7T0,2018.0,SUV,BASE,REST,KKL,SAV,SAV
MERCEDES-BENZ,SPRINTER 417,MB3F,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MAXUS,G50,XUG5,2018.0,MPV,BASE,REST,MKL,MPV,MPV
MAXUS,MIFA 5,XUM5,2018.0,MPV,BASE,REST,MKL,MPV,MPV
MERCEDES-BEIJING,A-CLASS,M0AC,2018.0,SEDAN,PREMIUM,TRAD. COMP.,UKL2,SEDAN,SEDAN
PROTON,X70,PR04,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
QIANTU,EVENT K50,9QK5,2018.0,COUPE,BASE,REST,GKL,COUPE,COUPE
ALPINA,3-SERIES,AI3S,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
BYD,YUAN EV,DDY3,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
BYVIN,E3,2BE3,2018.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
JAC,T60,QATB,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
JAC,T8,QAT8,2018.0,MPV,BASE,REST,UKL2,SAV,SAV
BAOJUN,RS-5,JX08,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
MINAN AUTO,MX-6,8202,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
MERCEDES-BENZ,EQC SUV,MB0U,2018.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
MERCEDES-BENZ,G 350,MBGF,2018.0,SUV,PREMIUM,TRAD. COMP.,GKL,SUV,SUV
SUZUKI,ERTIGA,SUET,2018.0,MPV,BASE,REST,UKL2,MPV,MPV
BMW,318,BM32,2018.0,COUPE,PREMIUM,TRAD. COMP.,KKL,COUPE,COUPE
LINKTOUR,K-ONE,7YK1,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
SUZUKI,JIMNY SIERRA/WIDE,SUJI,2018.0,SUV,BASE,REST,UKL0,SUV,SUV
HONDA-DONGFENG,ENVIX,Q4CD,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ENRANGER (YINGZHI),EX1,9YEX,2018.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
BMW-BRILLIANCE,X5,XCX5,2018.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
BORGWARD,BX6,BWX6,2018.0,SUV,BASE,REST,UKL2,SAV,SAC
MERCEDES-BENZ,SPRINTER UNSPECIFIED,MBSP,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLVO,V60,VOV6,2018.0,WAGON,PREMIUM,TRAD. COMP.,KKL,ESTATE,ESTATE
MERCEDES-BENZ,SPRINTER 415,MB1L,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GEELY,JIAJI,C50A,2018.0,MPV,BASE,REST,KKL,MPV,MPV
MERCEDES-BENZ,SPRINTER 416,MB2M,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BESTURN,T77,EST7,2018.0,SUV,BASE,REST,UKL2,SAV,SAC
PORSCHE,911 TURBO,POTR,2018.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL++1,CABRIO,CABRIO
JAC,IEVS4,QAES,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
JAC,REFINE S4,QAS4,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
HAIMA,FAMILY F5,X4F5,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BEIJING AUTO,UNSPECIFIED,BXZZ,2018.0,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
MITSUBISHI,DELICA D:5,MID5,2018.0,MPV,BASE,REST,KKL,MPV,MPV
JAC,T8 (SHUAILING),QAS8,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
HYUNDAI,VELOSTER,HYVA,2018.0,COUPE,BASE,REST,UKL2,COUPE,COUPE
HYUNDAI,VENUE,HY0E,2018.0,SUV,BASE,REST,UKL0,SAV,SAV
HYUNDAI,VENUE (QX) TBD,HYCI,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
BEIJING AUTO,SENOVA ZHIDAO U7,BXZD,2018.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BEIJING AUTO,SENOVA ZHIXING,BXZX,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
BAOJUN,360,JX05,2018.0,MPV,BASE,REST,KKL,MPV,MPV
KIA-YUEDA,K3,JKK3,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BUICK-SHANGHAI,EXCELLE,QKEX,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
HONDA,N-VAN,HONV,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GEELY,VISION,C5FC,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
GEELY,VISION S1,C5S1,2018.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
MERCEDES-BENZ,SPRINTER 316,MBUH,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 317,MB3E,2018.0,UNSPECIFIED,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 319,MBU7,2018.0,UNSPECIFIED,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
WEY,P8,8WP8,2018.0,SUV,NEAR PREMIUM,REST,KKL,SAV,SAV
JINBEI,X30,JBX3,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
WEY,VV6,8WV6,2018.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
PORSCHE,911 GT3,POG3,2018.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
PORSCHE,911 S/T,PO02,2018.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
MERCEDES-BENZ,A 200,MBZ8,2018.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,UKL2,UNSPEC.,UNSPEC.
HYUNDAI-BEIJING,LAFESTA,H7LA,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
HAWTAI,SANTA FE 7,HTS7,2018.0,SUV,BASE,REST,UKL2,SUV,SUV
MITSUBISHI-GAC,ECLIPSE CROSS,G4XR,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
HANTENG,HAPPINESS E+,77I3,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
HANTENG,V7,7701,2018.0,MPV,BASE,REST,UKL2,MPV,MPV
COWIN,X5,7KX5,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
MERCEDES-BENZ,A 160,MBZ2,2018.0,HATCHBACK,PREMIUM,TRAD. COMP.,UKL2,HATCH,HATCH
MERCEDES-BENZ,A 180,MBZ9,2018.0,HATCHBACK,PREMIUM,TRAD. COMP.,UKL2,HATCH,HATCH
POCCO,IPICK,1PI1,2018.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
POLESTAR,1,5PP1,2018.0,COUPE,PREMIUM,NEW PLAYERS & TESLA,GKL,COUPE,COUPE
PORSCHE,911 CARRERA,POCA,2018.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL,CABRIO,CABRIO
MPM MOTORS,ERELIS,8PER,2018.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
MERCEDES-BENZ,A 250,MBZD,2018.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,UKL2,UNSPEC.,UNSPEC.
MERCEDES-BENZ,A 35 AMG,MBZM,2018.0,HATCHBACK,PREMIUM,TRAD. COMP.,UKL2,HATCH,HATCH
JAC,J5,QAJ5,2018.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
TOYOTA-GUANGZHOU,UNSPECIFIED,WDZZ,2018.0,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
TRAUM,MEET3,4T02,2018.0,SUV,BASE,REST,UKL1,SUV,SUV
TRAUM,MEET5,4TM3,2018.0,SUV,BASE,REST,UKL2,SUV,SUV
BAOJUN,530,JX30,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
VENUCIA,T60,VC0B,2018.0,SUV,BASE,REST,UKL1,SUV,SUV
BUICK-SHANGHAI,VELITE 6,QK0A,2018.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
PEUGEOT-DONGFENG,508,YN58,2018.0,HATCHBACK,BASE,REST,KKL,SEDAN,SEDAN
ALPINA,B3,AIB3,2018.0,WAGON,PREMIUM,TRAD. COMP.,KKL,ESTATE,ESTATE
TATA,HARRIER,T103,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
TATA,INTRA,T1IT,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SUZUKI,XL7 (ERTIGA),SUX0,2018.0,MPV,BASE,REST,UKL2,MPV,MPV
PEUGEOT,RIFTER,PERI,2018.0,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
BMW,340,BM3B,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
CITROEN-DONGFENG,C4 AIRCROSS,DG3A,2018.0,SUV,BASE,REST,UKL1,SAV,SAV
MERCEDES-BENZ,A 220,MBZI,2018.0,HATCHBACK,PREMIUM,TRAD. COMP.,UKL2,HATCH,HATCH
VAUXHALL,COMBO,VXCM,2018.0,CAR UTILITY,BASE,REST,UKL2,MPV,MPV
WM MOTOR,EX5,8O01,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
WM MOTOR,W5,8O00,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
JETOUR,X70,5JX7,2018.0,SUV,BASE,REST,UKL2,SAV,SAV
VOLVO-GEELY,S60,V7S6,2018.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
MERCEDES-BENZ,SPRINTER 3500,MB2R,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 414,MBU6,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 217,MB3M,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 219,MBU0,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 2500,MB2Q,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 311,MBUE,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,SPRINTER 313,MBUF,2018.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
AUDI,RS6,AUR6,2018.0,WAGON,PREMIUM,TRAD. COMP.,MKL,ESTATE,ESTATE
