BRAND,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
NISSAN,D-CUV EV,NI0H,,SUV,BASE,REST,KKL,SAV,SAV
NISSAN,D-PICKUP,NI!&,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,D-PICKUP EV,NI0D,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,D-SEDAN,NI!0,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN,E-CUV,NI0A,,SUV,BASE,REST,MKL,SAV,SAV
NISSAN,EXA,NIEX,,COUPE,BASE,REST,UKL2,COUPE,COUPE
NISSAN,HYPERMINI,NIHY,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
NISSAN,LANGLEY,NILL,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
NISSAN,LEAF (PZ1D),NI0M,,SUV,BASE,REST,UKL2,SAV,SAV
NISSAN,L-SERIES,NILS,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,M-SERIES,NIMS,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
NISSAN,MAXIMA EV,NI0Q,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN,MICRA/MARCH UNSPECIFIED,NIMI,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
NISSAN,N7,NI!2,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN,NP200,NIN1,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,NP300 HARDBODY,NINH,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,NT450 ATLAS,NI45,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,NV-A,NIV1,,WAGON,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,NX/EXA COUPE UNSPECIFIED,NINX,,COUPE,BASE,REST,UKL2,COUPE,COUPE
NISSAN,PARS,NIP0,,SUV,BASE,REST,MKL,SUV,SUV
NISSAN,SANI,NIS3,,SUV,BASE,REST,MKL,SUV,SUV
NISSAN,PATHFINDER EV,NIP3,,SUV,BASE,REST,MKL,SUV,SUV
NISSAN,JEEP,NIJE,,SUV,BASE,REST,MKL,SUV,SUV
NISSAN,1TON,NI1T,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,BIG M,NIBM,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,FIERA,NIFE,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,HARDBODY,NIHB,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,PICK-UP/KING-CAB UNSPECIFIED,NIPU,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,PINTARA,NIPI,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN,LIBERTA VILLA,NILV,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
NISSAN,QUEENCAB,NIQU,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,REDI-GO,NI04,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
NISSAN,ALTRA EV,NIAR,,WAGON,BASE,REST,KKL,ESTATE,ESTATE
NISSAN,RONIZ,NIRZ,,SUV,BASE,REST,KKL,SAV,SAV
NISSAN,SANTANA,NISN,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN,S-CARGO,NISC,,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,SERENA/VANETTE E/CARGO,NISZ,,MPV,BASE,REST,KKL,MPV,MPV
NISSAN,VANETTE SERENA,NIVS,,MPV,BASE,REST,KKL,MPV,MPV
NISSAN,SRV,NIRV,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
NISSAN,NV-B,NIV2,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,SUNNY/SUNNY PULSAR,NISU,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
NISSAN,SUNNY EX,NIBX,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
NISSAN,TERRANO/TERRANO II,NITT,,SUV,BASE,REST,KKL,SUV,SUV
NISSAN,TSUBAME,NITB,,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
NISSAN,TX,NITX,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
NISSAN,755,NI75,,UNSPECIFIED,BASE,REST,KKL,UNSPEC.,UNSPEC.
NISSAN,CZZ,NICZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,JX,NIJX,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,UNSPECIFIED,NIZZ,,COUPE,BASE,REST,KKL,COUPE,COUPE
NISSAN,UTE,NIUT,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN,NOMAD,NINO,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,VERITA,NIVR,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
NISSAN,VIOLET,NIVI,,COUPE,BASE,REST,UKL2,COUPE,COUPE
NISSAN,WAVE,NI0I,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
NISSAN/FORD (NMISA),UNSPECIFIED,NMZZ,,SUV,BASE,REST,KKL,SUV,SUV
NISSAN-DONGFENG,C-CUV EV,F50D,,SUV,BASE,REST,UKL2,SAV,SAV
NISSAN-DONGFENG,C-SEDAN,F508,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
NISSAN-DONGFENG,C-SUV (PK1B),F509,,SUV,BASE,REST,UKL2,SAV,SAV
NISSAN-DONGFENG,D-SUV (MODEL A) TBD,F5!&,,SUV,BASE,REST,UKL2,SUV,SUV
NISSAN-DONGFENG,D-SUV (WK3C),F5!$,,SUV,BASE,REST,UKL2,SUV,SUV
NISSAN-DONGFENG,D-SUV TBD,F500,,SUV,BASE,REST,KKL,SAV,SAV
NISSAN-DONGFENG,E-CUV,F505,,SUV,BASE,REST,MKL,SAV,SAV
NISSAN-DONGFENG,MAXIMA EV,F507,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN-DONGFENG,N5,F5!!,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN-DONGFENG,NAVARA (NP300),F5NA,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN-DONGFENG,PALASSO,F5P0,,SUV,BASE,REST,KKL,SUV,SUV
NISSAN-DONGFENG,PATHFINDER EV,F5P3,,SUV,BASE,REST,MKL,SAV,SAV
NISSAN-DONGFENG,SERENA,F5SE,,MPV,BASE,REST,KKL,MPV,MPV
NISSAN-DONGFENG,SUNNY,F5SU,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
NISSAN-DONGFENG,UNSPECIFIED,F5ZZ,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NISSAN-DONGFENG,X-TRAIL HONOR,F5XH,,SUV,BASE,REST,KKL,SAV,SAV
NISSAN-DONGFENG,ZN6491,F5Z1,,SUV,BASE,REST,KKL,SUV,SUV
NIUTRON,D-SUV,3200,,SUV,BASE,REST,KKL,SAV,SAV
NIUTRON,NV,3201,,SUV,BASE,REST,KKL,SAV,SAV
NOBLE,UNSPECIFIED,V9ZZ,,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL++1,UNSPEC.,UNSPEC.
NORTH NEOPLAN (CNGC),UNSPECIFIED,QGZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
NSU,PRINZ/1000/1000C/1200,NSPR,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
NSU,UNSPECIFIED,NSZZ,,CONVERTIBLE,BASE,REST,UKL2,CABRIO,CABRIO
NUMMI USA,NOVA,NUNO,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
NYSA,POLONEZ TRUCK,NYPT,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
NYSA,UNSPECIFIED,NYZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
OLDSMOBILE,CUSTOM CRUISER,OLCC,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
OLDSMOBILE,FIRENZA,OLFI,,HATCHBACK,BASE,REST,KKL,HATCH,HATCH
OLDSMOBILE,OMEGA,OLOM,,COUPE,BASE,REST,MKL,COUPE,COUPE
OLDSMOBILE,STARFIRE,OLST,,UNSPECIFIED,BASE,REST,KKL,UNSPEC.,UNSPEC.
OLDSMOBILE,UNSPECIFIED,OLZZ,,COUPE,BASE,REST,MKL,COUPE,COUPE
OLEY,UNSPECIFIED,ODZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
OM,DAILY,OMDA,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
OM,UNSPECIFIED,OMZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
OMAI,UNSPECIFIED,OIZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
OMODA,3,3V02,,SUV,BASE,REST,UKL1,SAV,SAV
OMODA,7,3V03,,SUV,BASE,REST,KKL,SAV,SAV
OMODA,C-SUV,3V!$,,SUV,BASE,REST,UKL2,SAV,SAV
OMODA,S5,3V01,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
ONVO,C-CUV,0002,,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
ONVO,C-HATCH,0006,,HATCHBACK,NEAR PREMIUM,REST,UKL2,HATCH,HATCH
ONVO,C-SEDAN,0003,,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
ONVO,C-SUV,0004,,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
ONVO,D-SEDAN,0001,,SEDAN,NEAR PREMIUM,REST,KKL,SEDAN,SEDAN
ONVO,E-CUV,0007,,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
ONVO,E-SUV,0005,,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
ONVO,L80,00!!,,SUV,NEAR PREMIUM,REST,KKL,SAV,SAV
ONVO,L90,00!$,,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
OPEL,ADMIRAL/DIPLOMAT,OPAD,,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
OPEL,CORSA PICKUP,OPCP,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
OPEL,MANTA (D-CUV EV),OP0A,,SUV,BASE,REST,KKL,SAV,SAV
OPEL,MONZA (VECTRA GROUP),OPMV,,CONVERTIBLE,BASE,REST,UKL2,CABRIO,CABRIO
OPEL,OPTIMA,OPOT,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
OPEL,ROCKS-E,OP00,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
OPEL,UNSPECIFIED,OPZZ,,COUPE,BASE,REST,UKL2,COUPE,COUPE
ORA,B-HATCH EV,5O0C,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
ORA,BLACK CAT,5O05,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
ORA,CHERRY CAT,5ODA,,SUV,BASE,REST,UKL2,SAV,SAV
ORA,C-SEDAN,5OC0,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ORA,C-SUV EV,5O06,,SUV,BASE,REST,UKL2,SAV,SAV
ORA,D-HATCH EV,5O08,,HATCHBACK,BASE,REST,KKL,HATCH,HATCH
ORA,D-SUV,5O00,,SUV,BASE,REST,KKL,SAV,SAV
ORA,PUNK CAT,5OPC,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
ORA,UNSPECIFIED,5OZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
ORA,WHITE CAT,5OWC,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
ORENSTEIN + KOPPEL,UNSPECIFIED,OAZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
OSHAN,ALIVIO,4O00,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
OSHAN,E01,4O04,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
OSHAN,UNSPECIFIED,4OZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
OSHKOSH,UNSPECIFIED,OKZZ,,TRUCK,BASE,REST,SKL,UNSPEC.,UNSPEC.
OMEGA SEIKI MOBILITY,M1KA1,$D!!,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
OTOKAR,UNSPECIFIED,OCZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
OTOSAN,UNSPECIFIED,OSZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
OTOYOL,35,OO35,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
OULING,UNSPECIFIED,OUZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
OZETACLES,OZ35,OZOZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PACKARD,UNSPECIFIED,XPZZ,,UNSPECIFIED,BASE,REST,GKL,UNSPEC.,UNSPEC.
PAGANI,UNSPECIFIED,P5ZZ,,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL++3,UNSPEC.,UNSPEC.
PANTHER,DE VILLE,PADV,,COUPE,NEAR PREMIUM,REST,GKL,COUPE,COUPE
PANTHER,J72,PAJ7,,COUPE,NEAR PREMIUM,REST,GKL,COUPE,COUPE
PANTHER,LIMA,PALI,,ROADSTER,NEAR PREMIUM,REST,KKL,ROADSTER,ROADSTER
PANTHER,SOLO,PASO,,COUPE,NEAR PREMIUM,REST,MKL,COUPE,COUPE
PANTHER,UNSPECIFIED,PAZZ,,ROADSTER,NEAR PREMIUM,REST,KKL,ROADSTER,ROADSTER
PARS KHODRO,UNSPECIFIED,PHZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
PEGASO/ENASA,50-SERIES,PGB5,,BUS,BASE,REST,SKL,BUS,BUS
PEGASO/ENASA,MIDER,PGMI,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
PEGASO/ENASA,UNSPECIFIED,PGZZ,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
PEGASO/ENASA,J4,PGJ4,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PERODUA,B-SUV,P404,,SUV,BASE,REST,UKL1,SAV,SAV
PERODUA,MYVI EV,P400,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
PERODUA,UNSPECIFIED,P4ZZ,,UNSPECIFIED,BASE,REST,UKL0,UNSPEC.,UNSPEC.
PETERBILT,UNSPECIFIED,PBZZ,,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
PEUGEOT,1008,PE10,,SUV,BASE,REST,UKL1,SAV,SAV
PEUGEOT,204,PE24,,UNSPECIFIED,BASE,REST,UKL1,UNSPEC.,UNSPEC.
PEUGEOT,207I,PE7I,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
PEUGEOT,304,PE34,,CONVERTIBLE,BASE,REST,UKL2,CABRIO,CABRIO
PEUGEOT,404,PE44,,COUPE,BASE,REST,KKL,COUPE,COUPE
PEUGEOT,405 RD/ROA,PERD,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
PEUGEOT,6008,PE60,,SUV,BASE,REST,KKL,SAV,SAV
PEUGEOT,B-SUV,PE05,,SUV,BASE,REST,UKL1,SAV,SAV
PEUGEOT,C-CUV,PE06,,SUV,BASE,REST,UKL2,SAV,SAV
PEUGEOT,C-SUV,PE!!,,SUV,BASE,REST,UKL2,SAV,SAV
PEUGEOT,J10,PEJ1,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PEUGEOT,J7,PEJ7,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PEUGEOT,J9,PEJ9,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PEUGEOT,P4,PEP4,,SUV,BASE,REST,KKL,SUV,SUV
PEUGEOT,PARTNER CLASSIC,PEPR,,CAR UTILITY,BASE,REST,UKL1,MPV,MPV
PEUGEOT,PICK UP,PEPP,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
PEUGEOT,UNSPECIFIED,PEZZ,,COUPE,BASE,REST,UKL2,COUPE,COUPE
PEUGEOT-CHANGAN,LANDTREK TBD,PYP1,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
PEUGEOT-DONGFENG,408,YN4B,,SUV,BASE,REST,UKL2,SAV,SAC
PEUGEOT-GUANGZHOU MOTORS,UNSPECIFIED,GHZZ,,UNSPECIFIED,BASE,REST,KKL,UNSPEC.,UNSPEC.
PFAU,UNSPECIFIED,PWZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PIAGGIO,UNSPECIFIED,P3ZZ,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
PIERCE,UNSPECIFIED,PXZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
PININFARINA,UNSPECIFIED,PIZZ,,CONVERTIBLE,BASE,REST,KKL,CABRIO,CABRIO
PLYMOUTH,ACCLAIM,PLAC,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
PLYMOUTH,BARRACUDA,PLBA,,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
PLYMOUTH,CARAVELLE,PLCA,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
PLYMOUTH,COLT,PLCO,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
PLYMOUTH,COLT VISTA,PLVI,,MPV,BASE,REST,UKL2,MPV,MPV
PLYMOUTH,CONQUEST,PLCN,,HATCHBACK,BASE,REST,KKL,HATCH,HATCH
PLYMOUTH,FURY,PLFU,,CONVERTIBLE,BASE,REST,MKL,CABRIO,CABRIO
PLYMOUTH,GRAN FURY,PLGF,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
PLYMOUTH,HORIZON,PLHO,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
PLYMOUTH,LASER,PLLA,,COUPE,BASE,REST,KKL,COUPE,COUPE
PLYMOUTH,RELIANT/ARIES,PLRE,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
PLYMOUTH,SAPPORO,PLSA,,COUPE,BASE,REST,KKL,COUPE,COUPE
PLYMOUTH,TURISMO,PLTU,,COUPE,BASE,REST,UKL2,COUPE,COUPE
PLYMOUTH,UNSPECIFIED,PLZZ,,CONVERTIBLE,BASE,REST,KKL,CABRIO,CABRIO
PLYMOUTH,VALIANT/DUSTER,PLVA,,COUPE,BASE,REST,MKL,COUPE,COUPE
PLYMOUTH,VOLARE,PLVO,,COUPE,BASE,REST,MKL,COUPE,COUPE
POCCO,UNSPECIFIED,1PZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
POER,PAO,2IP1,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
POER,SHANHAI,2IP2,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
POER,X-PAO,2IX0,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
POLARSUN,UNSPECIFIED,J7ZZ,,UNSPECIFIED,BASE,REST,KKL,UNSPEC.,UNSPEC.
POLESTAR,5,5P01,,SEDAN,PREMIUM,NEW PLAYERS & TESLA,MKL,SEDAN,SEDAN
POLESTAR,6,5P00,,CONVERTIBLE,PREMIUM,NEW PLAYERS & TESLA,GKL,ROADSTER,ROADSTER
POLESTAR,7,5P03,,HATCHBACK,PREMIUM,NEW PLAYERS & TESLA,KKL,SAV,SAV
POLESTAR,D-CUV EV TBD,5P02,,SUV,PREMIUM,NEW PLAYERS & TESLA,KKL,SAV,SAC
POLESTAR,UNSPECIFIED,5PZZ,,UNSPECIFIED,PREMIUM,NEW PLAYERS & TESLA,SKL,UNSPEC.,UNSPEC.
POLESTONES,01,!J!!,,SUV,BASE,REST,MKL,SUV,SUV
PONCIN,UNSPECIFIED,PCZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
PONTIAC,1000,PTT1,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
PONTIAC,ACADIAN,PTAC,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
PONTIAC,GTO,PTGT,,COUPE,BASE,REST,MKL,COUPE,COUPE
PONTIAC,J2000/2000,PTJ2,,WAGON,BASE,REST,KKL,ESTATE,ESTATE
PONTIAC,LEMANS,PTLM,,COUPE,BASE,REST,UKL2,COUPE,COUPE
PONTIAC,PARISIENNE,PTPA,,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
PONTIAC,PHOENIX,PTPH,,COUPE,BASE,REST,KKL,COUPE,COUPE
PONTIAC,SUNRUNNER,PTSR,,SUV,BASE,REST,UKL2,SUV,SUV
PONTIAC,TEMPEST,PTTE,,CONVERTIBLE,BASE,REST,KKL,CABRIO,CABRIO
PONTIAC,UNSPECIFIED,PTZZ,,COUPE,BASE,REST,MKL,COUPE,COUPE
PORSCHE,356,PO35,,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
PORSCHE,718,PO71,,COUPE,PREMIUM,TRAD. COMP.,MKL,COUPE,COUPE
PORSCHE,911 SERIES UNSPECIFIED,PO9Z,,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL,CABRIO,CABRIO
PORSCHE,918,PO18,,COUPE,PREMIUM,TRAD. COMP.,GKL++3,COUPE,COUPE
PORSCHE,D-CUV,PO!!,,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
PORSCHE,E-CUV COUPE EV,PO00,,SUV,PREMIUM,TRAD. COMP.,GKL,SAV,SAC
PORSCHE,E-CUV EV,PO0A,,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
PORSCHE,MISSION X,PO01,,COUPE,PREMIUM,TRAD. COMP.,GKL++3,COUPE,COUPE
PORSCHE,UNSPECIFIED,POZZ,,CONVERTIBLE,PREMIUM,TRAD. COMP.,MKL,CABRIO,CABRIO
PORTARO,PAMPUS,P1PA,,SUV,BASE,REST,MKL,SUV,SUV
PORTARO,UNSPECIFIED,P1ZZ,,SUV,BASE,REST,MKL,SUV,SUV
PREMIER,ROADSTAR,PMR1,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PRINCE MOT.,ESCUDO,PNES,,SUV,BASE,REST,UKL2,SUV,SUV
PRINCE MOT.,UNSPECIFIED,PNZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
PRINCE MOT.,VITARA,PNVI,,SUV,BASE,REST,UKL2,SUV,SUV
PROTON,300/400/PERSONA UNSPECIFIED,PRPZ,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
PROTON,300-SERIES UNSPECIFIED,PR30,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
PROTON,400-SERIES UNSPECIFIED,PR40,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
PROTON,B-CAR,PR05,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
PROTON,C-SUV EV,PR!!,,SUV,BASE,REST,UKL2,SAV,SAV
PROTON,D-SEDAN,PR0E,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
PROTON,E.MAS 5,PREM,,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
PROTON,JIAJI,PR0B,,MPV,BASE,REST,KKL,MPV,MPV
PROTON,NATURA,PRNA,,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
PROTON,STARSHIP 7,PR!&,,SUV,BASE,REST,KKL,SAV,SAV
PROTON,UNSPECIFIED,PRZZ,,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
PSA,UNSPECIFIED,PSZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
PUCH,PINZGAUER,PUPI,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PYEONGHWA (PMC),PASO 990,P7P9,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PYEONGHWA (PMC),PREMIO,P7PE,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
PYEONGHWA (PMC),PRONTO,P7PR,,SUV,BASE,REST,MKL,SAV,SAV
QILING (JMCG),T100,7Q10,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
QILING (JMCG),UNSPECIFIED,7QZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
QINENG,GEV1,96G1,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
QINGLING,UNSPECIFIED,4QZZ,,UNSPECIFIED,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
QINGQI,ZB1046,Q014,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
QINGQI,UNSPECIFIED,Q0ZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
QOROS,B-SUV TBD,UW05,,SUV,BASE,REST,UKL1,SAV,SAV
QOROS,D-SEDAN,UW07,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
QOROS,D-SUV,UW08,,SUV,BASE,REST,KKL,SAV,SAV
RADAR,KING KONG,3P00,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
RADAR,UNSPECIFIED,3PZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
RAM,1500 EV,R505,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
RAM,1500 REV/RAMCHARGER,R5!!,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
RAM,MID-SIZE PICKUP,R502,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
RAM,5500,R555,,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
RAM,UNSPECIFIED,R5ZZ,,UNSPECIFIED,BASE,REST,SKL,PICK-UP,PICK-UP
RANGER,UNSPECIFIED,RAZZ,,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
RANZ,UNSPECIFIED,9RZZ,,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
RAVON,MATIZ,8RMA,,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
RAVON,NEXIA (AVEO),8RNE,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
RAVON,R3,8RR3,,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
RAVON,UNSPECIFIED,8RZZ,,UNSPECIFIED,BASE,REST,SKL,UNSPEC.,UNSPEC.
RAYTON,UNSPECIFIED,RFZZ,,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
RAYTON,MAGNUM/LAFORZA,RFMA,,SUV,BASE,REST,MKL,SUV,SUV
REFORM,UNSPECIFIED,R1ZZ,,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
RELIANT,FOX,RLFO,,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
RELIANT,KITTEN,RLKI,,SEDAN,BASE,REST,UKL0,SEDAN,SEDAN
RELIANT,ROBIN/RIALTO,RLRO,,SEDAN,BASE,REST,UKL0,SEDAN,SEDAN
RELIANT,SCIMITAR GTE/GTC,RLSC,,CONVERTIBLE,BASE,REST,MKL,CABRIO,CABRIO
RELIANT,UNSPECIFIED,RLZZ,,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
