Mk,Va,Ve,Cn,Ft,count
TOYOTA,ZWE219(W),ZWE219L-DWXNBW(6J),TOYOTA COROLLA,petrol,36
TOYOTA,ZWE219(W),ZWE219L-DWXNBW(6K),TOYOTA COROLLA,petrol,1747
TOYOTA,ZWE219(W),ZWE219L-DWXNBW(6L),TOYOTA COROLLA,petrol,3325
TOYOTA,ZYX20(H),ZYX20L-AHXEBW(1C),TOYOTA C-HR,petrol,1659
TOYOTA,ZYX20(H),ZYX20L-AHXEBW(1D),TOYOTA C-HR,petrol,182
TOYOTA,ZYX20(H),ZYX20L-AHXEBW(1E),TOYOTA C-HR,petrol,199
TOYOTA,ZYX20(H),ZYX20L-AHXGBW(1D),TOYOTA C-HR,petrol,25
TOYOTA,ZYX20(H),ZYX20L-AHXGBW(1E),TOYOTA C-HR,petrol,28
TOYOTA,ZYX20(H),ZYX20L-AHXKBW(1B),TOYOTA C-HR,petrol,2334
TOYOTA,ZYX20(H),ZYX20L-AHXKBW(1C),TOYOTA C-HR,petrol,4250
TOYOTA,ZYX20(H),ZYX20L-AHXKBW(1D),TOYOTA C-HR,petrol,358
TOYOTA,ZYX20(H),ZYX20L-AHXKBW(1E),TOYOTA C-HR,petrol,207
TOYOTA,ZYX20(H),ZYX20L-AHXKBW(2B),TOYOTA C-HR,petrol,336
TOYOTA,ZYX20(H),ZYX20L-AHXNBW(1B),TOYOTA C-HR,petrol,98
TOYOTA,ZYX20(H),ZYX20L-AHXNBW(1C),TOYOTA C-HR,petrol,383
TOYOTA,ZYX20(H),ZYX20L-AHXNBW(1D),TOYOTA C-HR,petrol,5
TOYOTA,ZYX20(H),ZYX20L-AHXNBW(1E),TOYOTA C-HR,petrol,3
TSD,K2W62350BXX,QG2CBLA9BEAX,SPRINTER,diesel,1
VOLKSWAGEN,4ACEBJAL1FX2,OPE1MH00201ASA,ID.4 PRO 150 KW,electric,18
VOLKSWAGEN,4ACEBJAL1FX2,OPE1MH00201BSA,ID.4 PRO 150 KW,electric,1
VOLKSWAGEN,4ACEBJAL1TX2,OPE1MH00201ASA,ID.4 PRO 128 KW,electric,6
VOLKSWAGEN,4ACEDCAL1EX2,BPE1MH002NA,ID.4 PURE 125KW,electric,17
VOLKSWAGEN,4ACEDCAL1EX2,BPE1MH002SA,ID.4 PURE 125KW,electric,2
VOLKSWAGEN,4ACEDFAD7PX2,DPE1MP001SA,ID.4 PRO 210KW,electric,251
VOLKSWAGEN,4ACEDFAD7PX2,OPE1MP00101ASA,ID.4 PRO 210KW,electric,95
VOLKSWAGEN,4ACEDFAD7PX2,OPE1MP001SA,ID.4 PRO 210KW,electric,307
VOLKSWAGEN,4ACEDFAD7PX2,PPE1MP001SA,ID.4 PRO 210KW,electric,428
VOLKSWAGEN,4ACX1EBL1GX1,DAE1G1Z0101ASA,ID.4 GTX 220 KW,electric,4
VOLKSWAGEN,4ACX1EDD7PX1,DAE2G1Z02SA,ID.4 PRO 4MOTION 210KW,electric,22
VOLKSWAGEN,4ACX1EDD7PX1,PAE2G1Z0201ASA,ID.4 PRO 4MOTION 210KW,electric,15
VOLKSWAGEN,4ACX1EDD7PX1,PAE2G1Z02SA,ID.4 PRO 4MOTION 210KW,electric,7
VOLKSWAGEN,4ACX1EDL1IX1,DAE2G1Z0201ASA,ID.4 GTX 250KW,electric,3
VOLKSWAGEN,4ACX1EDL1IX1,DAE2G1Z02SA,ID.4 GTX 250KW,electric,23
VOLKSWAGEN,4ACX1EDL1IX1,QAE2G1Z02SA,ID.4 GTX 250KW,electric,7
VOLKSWAGEN,5ACEBJAL1FX2,OPE1MH00201ASA,ID.5 PRO 150 KW,electric,6
VOLKSWAGEN,5ACEBJAL1TX2,OPE1MH00201ASA,ID.5 PRO 128 KW,electric,3
VOLKSWAGEN,5ACEDCAL1EX2,BPE1MH002SA,ID.5 PURE 125KW,electric,1
VOLKSWAGEN,5ACEDFAD7PX2,OPE1MP00101ASA,ID.5 PRO 210KW,electric,1
VOLKSWAGEN,5ACEDFAD7PX2,OPE1MP001SA,ID.5 PRO 210KW,electric,58
VOLKSWAGEN,5ACX1EBL1GX1,DAE2G1Z0101ASA,ID.5 GTX 220 KW,electric,1
VOLKSWAGEN,5ACX1EDL1IX1,QAE2G1Z02SA,ID.5 GTX 250KW,electric,4
VOLKSWAGEN,ABDGEBX0,FD6FD6DD001H4BIPVR21AMA0,ARTEON,petrol/electric,2
VOLKSWAGEN,ABDGEBX0,FD6FD6DD001H4BIPVR21CMB0,ARTEON,petrol/electric,1
VOLKSWAGEN,ABDLAC,FD7FD7CW005N2VR24BI1AA0I,POLO,petrol,5
VOLKSWAGEN,ABDLAC,FD7FD7CW005N3VR24BI1CB0I,POLO,petrol,1
VOLKSWAGEN,ABDLAC,FM5FM5DF008N3VR24BI1CA0I,POLO,petrol,1
VOLKSWAGEN,ABDNNAX0,FD7FD7GC006V4BINVR21AOA0,ARTEON,petrol,1
VOLKSWAGEN,ABDNND,FD7FD7GC003S04VNAIO,POLO,petrol,10
VOLKSWAGEN,ABDNND,FD7FD7GC003S04WEAI,POLO,petrol,122
VOLKSWAGEN,ABDNND,FD7FD7GC003S0VR24WE1CA00,POLO,petrol,14
VOLKSWAGEN,ABDNND,FD7FD7GC003S0VR24WE1DA00,POLO,petrol,23
VOLKSWAGEN,ABDSGD,FM5FM5DF010N24VNAIM,POLO,petrol,56
VOLKSWAGEN,ABDUSA,FD7FD7CW005N24VNAI,POLO,petrol,166
VOLKSWAGEN,ABDUSA,FD7FD7CW005N24VNAIM,POLO,petrol,15
VOLKSWAGEN,ABDUSA,FD7FD7CW005N24WEAI,POLO,petrol,32
VOLKSWAGEN,ABDUSA,FD7FD7CW005N2VR24WE1AA00,POLO,petrol,29
VOLKSWAGEN,ABDUSA,FD7FD7CW005N2VR24WE1CA00,POLO,petrol,12
VOLKSWAGEN,ABDUSA,FD7FD7CW005N34VNAI,POLO,petrol,16
VOLKSWAGEN,ABDUSA,FD7FD7CW005N34VNAIM,POLO,petrol,2
VOLKSWAGEN,ABDUSA,FD7FD7CW005N34WEAI,POLO,petrol,15
VOLKSWAGEN,ABDUSB,FD7FD7CW005N24VNAI,POLO,petrol,302
VOLKSWAGEN,ABDUSB,FD7FD7CW005N24VNAIM,POLO,petrol,17
VOLKSWAGEN,ABDUSB,FD7FD7CW005N24WEAI,POLO,petrol,51
VOLKSWAGEN,ABDUSB,FD7FD7CW005N2VR24WE1AA00,POLO,petrol,45
VOLKSWAGEN,ABDUSB,FD7FD7CW005N34VNAI,POLO,petrol,12
VOLKSWAGEN,ABDUSB,FD7FD7CW005N34VNAIM,POLO,petrol,2
VOLKSWAGEN,ABDUSB,FM5FM5DF007N24VNAI,POLO,petrol,2327
VOLKSWAGEN,ABDUSB,FM5FM5DF007N24VNAIM,POLO,petrol,197
VOLKSWAGEN,ABDUSB,FM5FM5DF007N24WEAI,POLO,petrol,720
VOLKSWAGEN,ABDUSB,FM5FM5DF007N2VR24WE1AA00,POLO,petrol,170
VOLKSWAGEN,ABDUSB,FM5FM5DF007N2VR24WE1CA00,POLO,petrol,1
VOLKSWAGEN,ABDUSB,FM5FM5DF007N34VNAI,POLO,petrol,59
VOLKSWAGEN,ABDUSB,FM5FM5DF007N34WEAI,POLO,petrol,2
VOLKSWAGEN,ABDUSB,FM5FM5DF007N3VR24WE1CA00,POLO,petrol,1
VOLKSWAGEN,ABEDFAD7PX2,PPE1MP0011AA,ID.7 PRO 210KW,electric,48
VOLKSWAGEN,ABEDFAD7PX2,PPE1MP001NA,ID.7 PRO,electric,26
VOLKSWAGEN,ABEDFBD7PX2,APE1MP001BA,ID.7 PRO S,electric,13
VOLKSWAGEN,ABEDFBD7PX2,APE1MP001NA,ID.7 PRO S,electric,3
VOLKSWAGEN,ABX1EDJ8AX1,AAEDG1Z01NA,ID.7 GTX,electric,4
VOLKSWAGEN,ACDCBE1,QA8QA8D7004H1BAVR04VNBH,TOUAREG EHYBRID,petrol/electric,1
VOLKSWAGEN,ACDCBE1,QA8QA8D7004H1BAVR04WEAH,TOUAREG EHYBRID,petrol/electric,2
VOLKSWAGEN,ACDCBE1,QA8QA8D7004H1BAVR04WEBH,TOUAREG EHYBRID,petrol/electric,28
VOLKSWAGEN,ACDCBE1,QA8QA8D7004H1BKVR04BIA1B,TOUAREG EHYBRID,petrol/electric,1
VOLKSWAGEN,ACDCBE1,QA8QA8D7004H1BKVR04WEA1AH,TOUAREG EHYBRID,petrol/electric,6
VOLKSWAGEN,ACDCBE1,QA8QA8D7004H1BKVR04WEBH,TOUAREG EHYBRID,petrol/electric,13
VOLKSWAGEN,ACDCBE1,QA8QA8D7004P1BKVR04VNAH,TOUAREG R,petrol/electric,2
VOLKSWAGEN,ACDCBE1,QA8QA8D7004P1BKVR04WEA1AH,TOUAREG R,petrol/electric,1
VOLKSWAGEN,ACDCBE1,QA8QA8D7004P1BKVR04WEAH,TOUAREG R,petrol/electric,13
VOLKSWAGEN,ACDCBE1,QA8QA8D7004P1BKVR04WEBH,TOUAREG R,petrol/electric,83
VOLKSWAGEN,ACDFYAX0,FD7FD7CW002N4BISON1ML1BVR2A00,GOLF,petrol,1
VOLKSWAGEN,ACDGEAX0,FD6FD6DD001H4BISON1ML1AVR2A00,GOLF,petrol/electric,1
VOLKSWAGEN,ACDGEAX0,FD6FD6DD001H4BISON1ML1BVR2A00,GOLF,petrol/electric,1
VOLKSWAGEN,ACDGEAX0,FD6FD6DD002N5T6NVR24BI1BA0M10SO,TIGUAN,petrol/electric,3
VOLKSWAGEN,ACDGEBX0,FD6FD6DD001POPH4BIVR21BA00,PASSAT,petrol/electric,5
VOLKSWAGEN,ACDLAA,FD7FD7CW0094BIA1AI0,TAIGO,petrol,1
VOLKSWAGEN,ACDLAA,FD7FD7CW0094BIA1BI0,TAIGO,petrol,1
VOLKSWAGEN,ACDLAA,FM6FM6AJ0214BIA1AI0,TAIGO,petrol,3
VOLKSWAGEN,ACDLAA,FM6FM6AJ0214BIA1BI0,TAIGO,petrol,2
VOLKSWAGEN,ACDLAAX0,FD7FD7CW005N4BISON1VL1AVR2A00,GOLF,petrol,4
VOLKSWAGEN,ACDNFCX0,FD7FD7GC001O4VNTMR2MLAI,GOLF,petrol,24
VOLKSWAGEN,ACDNFCX0,FD7FD7GC001O4VNTMR2MLAIO,GOLF,petrol,26
VOLKSWAGEN,ACDNFCX0,FD7FD7GC001T4VNSMR2MLA,GOLF,petrol,1
VOLKSWAGEN,ACDNFCX0,FD7FD7GC001T4VNSMR2MLAI,GOLF,petrol,44
VOLKSWAGEN,ACDNFCX0,FD7FD7GC001T4VNSMR2MLAIO,GOLF,petrol,34
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001R4VNSMR2MLAI,GOLF,petrol,8
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001R4VNSMR2MLAIO,GOLF,petrol,8
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001R4VNTMR2MLAI,GOLF,petrol,7
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001R4VNTMR2MLAIO,GOLF,petrol,2
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001V4VNSMR2MLAI,GOLF,petrol,48
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001V4VNSMR2MLAIO,GOLF,petrol,11
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001V4VNTMR2MLAI,GOLF,petrol,34
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001V4VNTMR2MLAIO,GOLF,petrol,22
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001V4VNTOR2MLA,GOLF,petrol,1
VOLKSWAGEN,ACDNFFX1,AD7AD7GC001V4VNTOR2MLAIO,GOLF,petrol,1
VOLKSWAGEN,ACDNNAX1,AD7AD7GC006L7T5NVR24WE1BA0M1G0SM,TIGUAN,petrol,1
VOLKSWAGEN,ACDNNAX1,AD7AD7GC006L7T6NVR24WE1BA0M1G0SM,TIGUAN,petrol,1
VOLKSWAGEN,ACDNNAX1,AD7AD7GC006L7T6NVR24WE1BA0M1G0SO,TIGUAN,petrol,1
VOLKSWAGEN,ACDNNEX1,AD7AD7GC003N4VNSON1MLAIN,GOLF,petrol,1
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA3I,TIGUAN,petrol,15
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA3IO,TIGUAN,petrol,16
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA4I,TIGUAN,petrol,25
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA4IO,TIGUAN,petrol,27
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA4J,TIGUAN,petrol,12
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA4JO,TIGUAN,petrol,13
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA53IO,TAYRON,petrol,2
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA54IO,TAYRON,petrol,3
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA54JO,TAYRON,petrol,1
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA55JO,TAYRON,petrol,1
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA74IO,TAYRON,petrol,8
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA75IO,TAYRON,petrol,5
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006KR4VNA75JO,TAYRON,petrol,3
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006RK4VNA5I4,TAYRON,petrol,1
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006RK4VNA7I4,TAYRON,petrol,3
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006RK4VNA7I5,TAYRON,petrol,3
VOLKSWAGEN,ACDNNEX1,AD7AD7GC006RK4VNA7J5,TAYRON,petrol,3
VOLKSWAGEN,ACDNPBX1,AD7AD7GC006KR4VNA4IO,TIGUAN,petrol,8
VOLKSWAGEN,ACDNPBX1,AD7AD7GC006KR4VNA4JO,TIGUAN,petrol,1
VOLKSWAGEN,ACDNPBX1,AD7AD7GC006RSSS4VNAIO,PASSAT,petrol,1
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSMN1MLAI,GOLF,petrol,3
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSMN1MLAIO,GOLF,petrol,2
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSMR2MLA,GOLF,petrol,1
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSMR2MLAI,GOLF,petrol,25
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSMR2MLAIO,GOLF,petrol,9
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSON1MLA,GOLF,petrol,8
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSON1MLAI,GOLF,petrol,29
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSON1MLAIO,GOLF,petrol,7
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSOR2MLA,GOLF,petrol,2
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSOR2MLAI,GOLF,petrol,46
VOLKSWAGEN,ACDNPDX0,FD7FD7GC003S4VNSOR2MLAIO,GOLF,petrol,19
VOLKSWAGEN,ACDPBAX0,FD7FD7CW005N4BISON1VL1AVR2A00,GOLF,petrol,3
VOLKSWAGEN,ACDPYC1,QA8QA8D5019G1BAVR64VNAH,TOUAREG,diesel,11
VOLKSWAGEN,ACDPYC1,QA8QA8D5019G1BAVR64WEAH,TOUAREG,diesel,20
VOLKSWAGEN,ACDPYC1,QA8QA8D5019G1BKVR64VNAH,TOUAREG,diesel,10
VOLKSWAGEN,ACDPYC1,QA8QA8D5019G1BKVR64WEAH,TOUAREG,diesel,43
VOLKSWAGEN,ACDPYC2,QA8QA8D5019G1BKVR64VNAH,TOUAREG,diesel,5
VOLKSWAGEN,ACDPYC2,QA8QA8D5019G1BKVR64WEAH,TOUAREG,diesel,12
VOLKSWAGEN,ACDPYD1,QA8QA8D5019G1BKVR64VNAH,TOUAREG,diesel,10
VOLKSWAGEN,ACDPYD1,QA8QA8D5019G1BKVR64WEA1BH,TOUAREG,diesel,1
VOLKSWAGEN,ACDPYD1,QA8QA8D5019G1BKVR64WEAH,TOUAREG,diesel,17
VOLKSWAGEN,ACDPYD2,QA8QA8D5019G1BKVR64VNAH,TOUAREG,diesel,10
VOLKSWAGEN,ACDPYD2,QA8QA8D5019G1BKVR64WEAH,TOUAREG,diesel,18
VOLKSWAGEN,ACDPYD2,QA8QA8D5019G1BKVR64WEBH,TOUAREG,diesel,4
VOLKSWAGEN,ACDTRAX0,FD7FD7CW002SONV4BIVR21AAMI,PASSAT,diesel,1
VOLKSWAGEN,ACDTRBX0,FD7FD7CW002N4BISON1VL1AVR2AIM,GOLF,diesel,1
VOLKSWAGEN,ACDTRDX0,FM6FM6C9002N4BISON1VL1AVR2AIM,GOLF,diesel,7
VOLKSWAGEN,ACDTSAX0,FM6FM62Q028SONV4BIVR21AAMI,PASSAT,diesel,2
VOLKSWAGEN,ACDTSBX0,FD7FD7GC009N5N2TVR24BI1AA0M1ISO,TIGUAN,diesel,1
VOLKSWAGEN,ACDTUAX1,AD7AD7GC005COAV4BIVR21AA0I,PASSAT,diesel,4
VOLKSWAGEN,ACDTUAX1,AD7AD7GC010L7T6NVR24BI1BB0M1G0SM,TIGUAN,diesel,1
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001NHMN4WEA0,PASSAT,petrol/electric,1
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001NHMN4WEB0,PASSAT,petrol/electric,1
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001NHON4WEA,PASSAT,petrol/electric,13
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001NHON4WEA0,PASSAT,petrol/electric,38
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001NHON4WEAOO,PASSAT,petrol/electric,4
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001NHON4WEB0,PASSAT,petrol/electric,1
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001P4VNSMN1MLAOO,GOLF,petrol/electric,2
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001P4VNSON1MLAOO,GOLF,petrol/electric,16
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001P4WESMN1MLA,GOLF,petrol/electric,5
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001P4WESMN1MLA0,GOLF,petrol/electric,11
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001P4WESMN1MLAOO,GOLF,petrol/electric,38
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001P4WESON1MLA,GOLF,petrol/electric,42
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001P4WESON1MLA0,GOLF,petrol/electric,47
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001P4WESON1MLAOO,GOLF,petrol/electric,176
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001RHMN4WEA,PASSAT,petrol/electric,18
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001RHMN4WEB,PASSAT,petrol/electric,5
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001RHMN4WEB0,PASSAT,petrol/electric,74
VOLKSWAGEN,ACDUCAX0,FD6FD6DD001RHMN4WEBOO,PASSAT,petrol/electric,7
VOLKSWAGEN,ACDUCAX0,FD6FD6DD002PR4VNB0OO,TIGUAN,petrol/electric,3
VOLKSWAGEN,ACDUCAX0,FD6FD6DD002PR4VNB50OO,TAYRON,petrol/electric,3
VOLKSWAGEN,ACDUCAX0,FD6FD6DD002PR4WEB0,TIGUAN,petrol/electric,13
VOLKSWAGEN,ACDUCAX0,FD6FD6DD002PR4WEB00,TIGUAN,petrol/electric,139
VOLKSWAGEN,ACDUCAX0,FD6FD6DD002PR4WEB0OO,TIGUAN,petrol/electric,68
VOLKSWAGEN,ACDUCAX0,FD6FD6DD002PR4WEB50OO,TAYRON,petrol/electric,53
VOLKSWAGEN,ACDUCAX0,FD6FD6DD002R4WEB0,TIGUAN,petrol/electric,2
VOLKSWAGEN,ACDUCAX0,FD6FD6DD002RP4WEB500,TAYRON,petrol/electric,77
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001H4VNSMN1MLBOO,GOLF,petrol/electric,1
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001H4VNSON1MLBOO,GOLF,petrol/electric,9
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001H4WESMN1MLB,GOLF,petrol/electric,1
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001H4WESMN1MLB0,GOLF,petrol/electric,2
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001H4WESMN1MLBOO,GOLF,petrol/electric,5
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001H4WESON1MLB,GOLF,petrol/electric,42
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001H4WESON1MLB0,GOLF,petrol/electric,683
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001H4WESON1MLBOO,GOLF,petrol/electric,748
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001NPON4WEA,PASSAT,petrol/electric,11
VOLKSWAGEN,ACDUCBX0,FD6FD6DD001NPON4WEA0,PASSAT,petrol/electric,8
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002N4WEA0,TIGUAN,petrol/electric,6
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002N4WEB0,TIGUAN,petrol/electric,3
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002NP4WEA500,TAYRON,petrol/electric,31
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002NP4WEB500,TAYRON,petrol/electric,45
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4VNA0OO,TIGUAN,petrol/electric,22
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4VNB0OO,TIGUAN,petrol/electric,7
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4VNB50OO,TAYRON,petrol/electric,2
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4WEA0,TIGUAN,petrol/electric,53
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4WEA00,TIGUAN,petrol/electric,1032
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4WEA0OO,TIGUAN,petrol/electric,752
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4WEA50OO,TAYRON,petrol/electric,77
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4WEB0,TIGUAN,petrol/electric,28
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4WEB00,TIGUAN,petrol/electric,216
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4WEB0OO,TIGUAN,petrol/electric,81
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PN4WEB50OO,TAYRON,petrol/electric,42
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PR4VNB0OO,TIGUAN,petrol/electric,20
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PR4VNB50OO,TAYRON,petrol/electric,4
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PR4WEB0,TIGUAN,petrol/electric,63
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PR4WEB00,TIGUAN,petrol/electric,675
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PR4WEB0OO,TIGUAN,petrol/electric,389
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002PR4WEB50OO,TAYRON,petrol/electric,3
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002R4WEB0,TIGUAN,petrol/electric,7
VOLKSWAGEN,ACDUCBX0,FD6FD6DD002RP4WEB500,TAYRON,petrol/electric,2
VOLKSWAGEN,ACDUCCX0,L250FD6FD6DD002N2N4WEA50NC,CADDY,petrol/electric,7
VOLKSWAGEN,ACDUCCX0,L250FD6FD6DD002N2N4WEA5ONC,CADDY,petrol/electric,24
VOLKSWAGEN,ACDUCCX0,L250FD6FD6DD002N2N4WEA6ONC,CADDY,petrol/electric,5
VOLKSWAGEN,ACDUCCX0,N242FD6FD6DD002N1N4WEA50NC,CADDY,petrol/electric,369
VOLKSWAGEN,ACDUCCX0,N242FD6FD6DD002N1N4WEA5ONC,CADDY,petrol/electric,344
VOLKSWAGEN,ACDUCCX0,N242FD6FD6DD002N1N4WEA60NC,CADDY,petrol/electric,68
VOLKSWAGEN,ACDUCCX0,N242FD6FD6DD002N1N4WEA6ONC,CADDY,petrol/electric,82
VOLKSWAGEN,ACDUSA,FD7FD7CW0094VNAI,TAIGO,petrol,3056
VOLKSWAGEN,ACDUSA,FD7FD7CW0094VNAIM,TAIGO,petrol,3078
VOLKSWAGEN,ACDUSA,FD7FD7CW0094VNAIO,TAIGO,petrol,801
VOLKSWAGEN,ACDUSA,FD7FD7CW0094WEA,TAIGO,petrol,21
VOLKSWAGEN,ACDUSA,FD7FD7CW0094WEAI,TAIGO,petrol,423
VOLKSWAGEN,ACDUSA,FM6FM6AJ0284VNAI,TAIGO,petrol,1520
VOLKSWAGEN,ACDUSA,FM6FM6AJ0284VNAIM,TAIGO,petrol,2023
VOLKSWAGEN,ACDUSA,FM6FM6AJ0284VNAIO,TAIGO,petrol,340
VOLKSWAGEN,ACDUSA,FM6FM6AJ0284WEA,TAIGO,petrol,71
VOLKSWAGEN,ACDUSA,FM6FM6AJ0284WEAI,TAIGO,petrol,562
VOLKSWAGEN,ACDUSB,FM5FM5DF0154VNAI,TAIGO,petrol,833
VOLKSWAGEN,ACDUSB,FM5FM5DF0154VNAIM,TAIGO,petrol,1316
VOLKSWAGEN,ACDUSB,FM5FM5DF0154VNAIO,TAIGO,petrol,19
VOLKSWAGEN,ACDUSB,FM5FM5DF0154WEA,TAIGO,petrol,9
VOLKSWAGEN,ACDUSB,FM5FM5DF0154WEAI,TAIGO,petrol,84
VOLKSWAGEN,ACDXDB,FD7FD7CW0064VNAI,TAIGO,petrol,107
VOLKSWAGEN,ACDXDB,FD7FD7CW0064VNAIO,TAIGO,petrol,429
VOLKSWAGEN,ACDXDB,FD7FD7CW0064WEAI,TAIGO,petrol,36
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSMN1MLA0,GOLF,petrol,5
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSMN1MLAKN,GOLF,petrol,1
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSMN1MLAKO,GOLF,petrol,1
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSMN1MLAON,GOLF,petrol,1
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSMN1MLAOO,GOLF,petrol,2
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSMN1MLB0,GOLF,petrol,1
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSON1MLA0,GOLF,petrol,139
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSON1MLAKN,GOLF,petrol,8
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSON1MLAKO,GOLF,petrol,10
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSON1MLAKQ,GOLF,petrol,8
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSON1MLAON,GOLF,petrol,46
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSON1MLAOO,GOLF,petrol,10
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4VNSON1MLAOQ,GOLF,petrol,22
VOLKSWAGEN,ACDXDBX0,FD7FD7CW006N4WESMN1MLA,GOLF,petrol,2
