202603,CRITICAL,CHANNEL_DRIFT,MG,RAC,count_vs_same_month_history,1168,+/-250 and +/-25%,"actual=2415; media_mismo_mes=1247.3; historico=643,613,2486; rel=+93.6%"
202603,CRITICAL,CHANNEL_DRIFT,MITSUBISHI,Corporate,count_vs_same_month_history,-363,+/-250 and +/-25%,"actual=120; media_mismo_mes=482.7; historico=389,374,685; rel=-75.1%"
202603,CRITICAL,CHANNEL_DRIFT,MITSUBISHI,RAC,count_vs_same_month_history,-500,+/-250 and +/-25%,"actual=30; media_mismo_mes=530.0; historico=64,688,838; rel=-94.3%"
202603,WARN,CHANNEL_DRIFT,NISSAN,RAC,count_vs_same_month_history,-733,+/-250 and +/-25%,"actual=873; media_mismo_mes=1606.3; historico=532,2028,2259; rel=-45.7%"
202603,CRITICAL,CHANNEL_DRIFT,OMODA,Corporate,count_vs_same_month_history,265,+/-250 and +/-25%,"actual=343; media_mismo_mes=78.0; historico=56,100; rel=+339.7%"
202603,CRITICAL,CHANNEL_DRIFT,OMODA,Private,count_vs_same_month_history,1701,+/-250 and +/-25%,"actual=2073; media_mismo_mes=372.0; historico=146,598; rel=+457.3%"
202603,CRITICAL,CHANNEL_DRIFT,OPEL,RAC,count_vs_same_month_history,719,+/-250 and +/-25%,"actual=2065; media_mismo_mes=1345.7; historico=1496,1454,1087; rel=+53.5%"
202603,CRITICAL,CHANNEL_DRIFT,RENAULT,RAC,count_vs_same_month_history,1162,+/-250 and +/-25%,"actual=3107; media_mismo_mes=1945.3; historico=770,1596,3470; rel=+59.7%"
202603,CRITICAL,CHANNEL_DRIFT,SEAT,Corporate,count_vs_same_month_history,929,+/-250 and +/-25%,"actual=2563; media_mismo_mes=1634.0; historico=2062,1133,1707; rel=+56.9%"
202603,WARN,CHANNEL_DRIFT,SEAT,RAC,count_vs_same_month_history,-850,+/-250 and +/-25%,"actual=2443; media_mismo_mes=3293.0; historico=3117,2346,4416; rel=-25.8%"
202603,WARN,CHANNEL_DRIFT,SKODA,Corporate,count_vs_same_month_history,361,+/-250 and +/-25%,"actual=1530; media_mismo_mes=1168.7; historico=1371,907,1228; rel=+30.9%"
202603,WARN,CHANNEL_DRIFT,SKODA,Private,count_vs_same_month_history,480,+/-250 and +/-25%,"actual=1462; media_mismo_mes=981.7; historico=808,893,1244; rel=+48.9%"
202603,CRITICAL,CHANNEL_DRIFT,TESLA,Private,count_vs_same_month_history,892,+/-250 and +/-25%,"actual=2012; media_mismo_mes=1120.3; historico=764,1153,1444; rel=+79.6%"
202603,WARN,CHANNEL_DRIFT,TOYOTA,Corporate,count_vs_same_month_history,1261,+/-250 and +/-25%,"actual=4424; media_mismo_mes=3162.7; historico=3215,3334,2939; rel=+39.9%"
202603,WARN,CHANNEL_DRIFT,TOYOTA,Private,count_vs_same_month_history,1844,+/-250 and +/-25%,"actual=6280; media_mismo_mes=4436.0; historico=4201,4148,4959; rel=+41.6%"
202603,CRITICAL,CHANNEL_DRIFT,TOYOTA,RAC,count_vs_same_month_history,1222,+/-250 and +/-25%,"actual=2791; media_mismo_mes=1568.7; historico=1507,2916,283; rel=+77.9%"
202603,CRITICAL,CHANNEL_DRIFT,VOLKSWAGEN,Private,count_vs_same_month_history,1536,+/-250 and +/-25%,"actual=3761; media_mismo_mes=2225.0; historico=2000,1986,2689; rel=+69.0%"
