anyo,mes,dia,marca,canal,fuel_type,count
2026,06,22,JAECOO,Private,PHEV,12
2026,06,22,JAECOO,RAC,PHEV,7
2026,06,22,JEANJE,RAC,ICE,2
2026,06,22,JEEP,Corporate,ICE,58
2026,06,22,JEEP,Private,BEV,1
2026,06,22,JEEP,Private,ICE,11
2026,06,22,JEEP,RAC,ICE,86
2026,06,22,KG MOBILITY,Corporate,ICE,3
2026,06,22,KG MOBILITY,Private,BEV,1
2026,06,22,KG MOBILITY,Private,ICE,4
2026,06,22,KIA,Corporate,BEV,10
2026,06,22,KIA,Corporate,ICE,37
2026,06,22,KIA,Private,BEV,30
2026,06,22,KIA,Private,ICE,111
2026,06,22,KIA,Private,PHEV,1
2026,06,22,KUBOTA,Corporate,ICE,1
2026,06,22,LANCIA,Corporate,ICE,1
2026,06,22,LAND ROVER,Corporate,ICE,5
2026,06,22,LAND ROVER,Corporate,PHEV,1
2026,06,22,LEAPMOTOR,Corporate,BEV,1
2026,06,22,LEAPMOTOR,Private,BEV,14
2026,06,22,LEXUS,Corporate,BEV,1
2026,06,22,LEXUS,Corporate,ICE,13
2026,06,22,LEXUS,Corporate,PHEV,3
2026,06,22,LEXUS,Private,BEV,1
2026,06,22,LEXUS,Private,ICE,14
2026,06,22,LEXUS,Private,PHEV,5
2026,06,22,LEXUS,RAC,ICE,38
2026,06,22,LIDERKIT,Corporate,ICE,2
2026,06,22,LIGIER,Private,ICE,3
2026,06,22,LOS MAÑOS,Corporate,ICE,1
2026,06,22,LYNK & CO,Corporate,PHEV,9
2026,06,22,LYNK & CO,Private,BEV,2
2026,06,22,LYNK & CO,Private,PHEV,1
2026,06,22,LYNK & CO,RAC,PHEV,2
2026,06,22,MAN,Corporate,ICE,2
2026,06,22,MAN,RAC,ICE,9
2026,06,22,MAXUS,Corporate,ICE,2
2026,06,22,MAXUS,Private,ICE,1
2026,06,22,MAZDA,Corporate,ICE,13
2026,06,22,MAZDA,Corporate,PHEV,1
2026,06,22,MAZDA,Private,BEV,6
2026,06,22,MAZDA,Private,ICE,53
2026,06,22,MAZDA,Private,PHEV,1
2026,06,22,MCLOUIS,Private,ICE,2
2026,06,22,MEBAUTO,Corporate,ICE,1
2026,06,22,MERCEDES,Corporate,ICE,1
2026,06,22,MERCEDES BENZ,Private,ICE,1
2026,06,22,MERCEDES-BENZ,Corporate,BEV,11
2026,06,22,MERCEDES-BENZ,Corporate,ICE,65
2026,06,22,MERCEDES-BENZ,Corporate,PHEV,31
2026,06,22,MERCEDES-BENZ,Private,BEV,15
2026,06,22,MERCEDES-BENZ,Private,ICE,17
2026,06,22,MERCEDES-BENZ,Private,PHEV,19
2026,06,22,MERCEDES-BENZ,RAC,ICE,15
2026,06,22,MERCEDES-BENZ,RAC,PHEV,27
2026,06,22,MERCEDES-V,Corporate,ICE,4
2026,06,22,MERCEDES-V,Private,ICE,5
2026,06,22,MG,Corporate,BEV,1
2026,06,22,MG,Corporate,ICE,6
2026,06,22,MG,Corporate,PHEV,1
2026,06,22,MG,Private,BEV,4
2026,06,22,MG,Private,ICE,81
2026,06,22,MG,Private,PHEV,13
2026,06,22,MINI,Corporate,BEV,3
2026,06,22,MINI,Corporate,ICE,8
2026,06,22,MINI,Private,BEV,8
2026,06,22,MINI,Private,ICE,9
2026,06,22,MITSUBISHI,Corporate,PHEV,3
2026,06,22,MITSUBISHI,Private,ICE,2
2026,06,22,MITSUBISHI,Private,PHEV,3
2026,06,22,MULTITEL,Corporate,ICE,2
2026,06,22,NISSAN,Corporate,ICE,46
2026,06,22,NISSAN,Private,ICE,44
2026,06,22,NISSAN,RAC,ICE,2
2026,06,22,OMODA,Corporate,ICE,2
2026,06,22,OMODA,Corporate,PHEV,7
2026,06,22,OMODA,Private,BEV,4
2026,06,22,OMODA,Private,ICE,21
2026,06,22,OMODA,Private,PHEV,24
2026,06,22,OMODA,RAC,ICE,21
2026,06,22,OMODA,RAC,PHEV,1
2026,06,22,OPEL,Corporate,ICE,35
2026,06,22,OPEL,Private,BEV,4
2026,06,22,OPEL,Private,ICE,19
2026,06,22,OPEL,RAC,ICE,99
2026,06,22,PEUGEOT,Corporate,BEV,1
2026,06,22,PEUGEOT,Corporate,ICE,175
2026,06,22,PEUGEOT,Corporate,PHEV,2
2026,06,22,PEUGEOT,Private,BEV,4
2026,06,22,PEUGEOT,Private,ICE,68
2026,06,22,PEUGEOT,Private,PHEV,2
2026,06,22,PEUGEOT,RAC,ICE,69
2026,06,22,PILOTE,Private,ICE,3
2026,06,22,POLARIS,Private,ICE,1
2026,06,22,POLESTAR,Corporate,BEV,4
2026,06,22,POLESTAR,Private,BEV,2
2026,06,22,PORSCHE,Corporate,BEV,2
2026,06,22,PORSCHE,Corporate,PHEV,1
2026,06,22,PORSCHE,Private,BEV,3
2026,06,22,PORSCHE,Private,ICE,1
2026,06,22,PORSCHE,Private,PHEV,2
2026,06,22,PORSCHE,RAC,ICE,1
2026,06,22,QJMOTOR,Private,ICE,1
2026,06,22,QUADDY,Corporate,ICE,2
2026,06,22,RANDGER,Private,ICE,1
2026,06,22,RECAPOL,Corporate,ICE,2
2026,06,22,RENAULT,Corporate,BEV,12
2026,06,22,RENAULT,Corporate,ICE,160
2026,06,22,RENAULT,Corporate,PHEV,3
2026,06,22,RENAULT,Private,BEV,23
2026,06,22,RENAULT,Private,ICE,107
2026,06,22,RENAULT,Private,PHEV,7
2026,06,22,RENAULT,RAC,ICE,19
2026,06,22,RODRIGUEZ LOPEZ AUTO,Private,ICE,6
2026,06,22,SARTRUCK,Corporate,ICE,2
2026,06,22,SARTRUCK,RAC,ICE,1
2026,06,22,SEAT,Corporate,ICE,122
2026,06,22,SEAT,Corporate,PHEV,1
2026,06,22,SEAT,Private,ICE,79
2026,06,22,SEAT,Private,PHEV,1
2026,06,22,SEAT,RAC,ICE,649
2026,06,22,SEGWAY,Private,ICE,2
2026,06,22,"SEMICARFRAN,S.L",Corporate,ICE,1
2026,06,22,SIGLER,RAC,ICE,1
2026,06,22,SILENCE,Private,BEV,2
2026,06,22,SIN MARCA,Corporate,ICE,1
2026,06,22,SIN MARCA,Private,ICE,1
2026,06,22,SIN MARCA,RAC,ICE,3
2026,06,22,SKODA,Corporate,BEV,1
2026,06,22,SKODA,Corporate,ICE,76
2026,06,22,SKODA,Corporate,PHEV,9
2026,06,22,SKODA,Private,BEV,13
2026,06,22,SKODA,Private,ICE,50
2026,06,22,SKODA,Private,PHEV,2
2026,06,22,SKODA,RAC,ICE,149
2026,06,22,SMART,Corporate,BEV,2
2026,06,22,SMART,Private,BEV,2
2026,06,22,SORIBERICA,Corporate,ICE,13
2026,06,22,SORTIMO,Corporate,ICE,5
2026,06,22,SUBARU,Private,ICE,3
2026,06,22,SUBIELA,Corporate,ICE,1
2026,06,22,SUZUKI,Corporate,BEV,1
2026,06,22,SUZUKI,Corporate,ICE,15
2026,06,22,SUZUKI,Private,ICE,14
2026,06,22,SWM,Corporate,ICE,2
2026,06,22,SWM,Private,ICE,3
2026,06,22,SWM,Private,PHEV,1
2026,06,22,TECNOCARSA,Corporate,ICE,1
2026,06,22,TECNOCARSA,Private,ICE,1
2026,06,22,TESLA,Corporate,BEV,17
2026,06,22,TESLA,Private,BEV,57
2026,06,22,TOYOTA,Corporate,BEV,8
2026,06,22,TOYOTA,Corporate,ICE,81
2026,06,22,TOYOTA,Corporate,PHEV,26
2026,06,22,TOYOTA,Private,BEV,15
2026,06,22,TOYOTA,Private,ICE,241
2026,06,22,TOYOTA,Private,PHEV,34
2026,06,22,TOYOTA,RAC,BEV,2
2026,06,22,TOYOTA,RAC,ICE,169
2026,06,22,TRIGANO,Private,ICE,1
2026,06,22,VOLKSWAGEN,Corporate,BEV,2
2026,06,22,VOLKSWAGEN,Corporate,ICE,152
2026,06,22,VOLKSWAGEN,Corporate,PHEV,10
2026,06,22,VOLKSWAGEN,Private,BEV,11
2026,06,22,VOLKSWAGEN,Private,ICE,135
2026,06,22,VOLKSWAGEN,Private,PHEV,20
2026,06,22,VOLKSWAGEN,RAC,ICE,133
2026,06,22,VOLKSWAGEN,RAC,PHEV,1
2026,06,22,VOLKSWAGEN VW,Private,ICE,1
2026,06,22,VOLVO,Corporate,BEV,1
2026,06,22,VOLVO,Corporate,ICE,17
2026,06,22,VOLVO,Corporate,PHEV,8
2026,06,22,VOLVO,Private,BEV,3
2026,06,22,VOLVO,Private,ICE,16
2026,06,22,VOLVO,Private,PHEV,3
2026,06,22,VPS,Corporate,ICE,1
2026,06,22,XPENG,Corporate,BEV,4
2026,06,22,XPENG,Private,BEV,9
2026,06,22,ZAGO AUTOMOTIVE,Corporate,ICE,3
