marca,canal,old_dgt,new_dgt,simmix,old_delta,new_delta,delta_change
MACROCLEAN,Corporate,0,1,0,0,1,1
MACROMER,Corporate,0,2,0,0,2,2
MAD CARROCEROS,Corporate,0,3,0,0,3,3
MAGICAR,Corporate,0,6,0,0,6,6
MAGICAR,RAC,0,3,0,0,3,3
MAGIRUS,Corporate,0,31,0,0,31,31
MAMSA FVO,Corporate,0,7,0,0,7,7
MAN,Corporate,0,1931,2171,-2171,-240,1931
MAN,Private,0,533,594,-594,-61,533
MAN,RAC,0,491,733,-733,-242,491
MAN TGL,Corporate,0,1,0,0,1,1
MANITOU,Corporate,0,1,0,0,1,1
MANUEL ZUÑIGA MARTINEZ,Corporate,0,13,0,0,13,13
MAR,Corporate,0,8,0,0,8,8
MAR,Private,0,1,0,0,1,1
MAR,RAC,0,1,0,0,1,1
MARSHELL,Corporate,0,1,0,0,1,1
MARTIN,Corporate,0,6,0,0,6,6
MASERATI,Corporate,0,610,612,-612,-2,610
MASERATI,Private,0,256,252,-252,4,256
MASERATI,RAC,0,82,85,-85,-3,82
MASSEY-FERGUSON,Private,0,1,0,0,1,1
MATURANA,Corporate,0,10,0,0,10,10
MATURANA,Private,0,3,0,0,3,3
MAXUS,Corporate,0,1822,1983,-1983,-161,1822
MAXUS,Private,0,265,291,-291,-26,265
MAXUS,RAC,0,307,318,-318,-11,307
MAZDA,Corporate,14279,14460,14391,-112,69,181
MAZDA,Private,36168,35987,36076,92,-89,-181
MAZDA,RAC,2357,2357,2317,40,40,0
MAZZOCCHIA,Corporate,0,11,0,0,11,11
MC LOUIS,Corporate,0,13,0,0,13,13
MC LOUIS,Private,0,313,0,0,313,313
MC LOUIS,RAC,0,222,0,0,222,222
MCC AUTOMOTIVE,Private,0,3,0,0,3,3
MCLAREN,Corporate,0,14,14,-14,0,14
MCLAREN,Private,0,9,9,-9,0,9
MCLAREN,RAC,0,1,1,-1,0,1
MCLOUIS,Corporate,0,13,0,0,13,13
MCLOUIS,Private,0,554,0,0,554,554
MCLOUIS,RAC,0,304,0,0,304,304
MEBAUTO,Corporate,0,645,0,0,645,645
MEBAUTO,Private,0,61,0,0,61,61
MEBAUTO,RAC,0,568,0,0,568,568
MECACLIMA,Corporate,0,7,0,0,7,7
MECACLIMA,Private,0,1,0,0,1,1
MELEX,Corporate,0,8,0,0,8,8
MELEX,Private,0,1,0,0,1,1
MENGERLER,Corporate,0,6,0,0,6,6
MENGERLER,RAC,0,2,0,0,2,2
MERCEDES BENZ AG,Corporate,0,4,0,0,4,4
MERCEDES IDILIS,Corporate,0,11,0,0,11,11
MERCEDES IDILIS,RAC,0,2,0,0,2,2
MERCEDES IRIZAR,Corporate,0,7,0,0,7,7
MERCEDES-BENZ,Corporate,94962,91900,91923,3039,-23,-3062
MERCEDES-BENZ,Private,39840,37505,37773,2067,-268,-2335
MERCEDES-BENZ,RAC,29796,26788,27998,1798,-1210,-3008
MERCEDES-BENZ MINIBUS,Private,0,1,0,0,1,1
MERCEDES-V,Corporate,0,4605,4259,-4259,346,4605
MERCEDES-V,Private,0,1187,1325,-1325,-138,1187
MERCEDES-V,RAC,0,3036,2968,-2968,68,3036
MERCURY,Corporate,0,1,0,0,1,1
MERCUS,Corporate,0,1,0,0,1,1
MG,Corporate,8249,8731,8249,0,482,482
MG,Private,81477,80995,81397,80,-402,-482
MG,RAC,15261,15261,15331,-70,-70,0
MICROCAR,Corporate,0,34,0,0,34,34
MICROCAR,Private,0,495,0,0,495,495
MIDI EUROPE,Corporate,0,3,0,0,3,3
MIJARES,Corporate,0,1,0,0,1,1
MINGHONG-POWER,Corporate,0,129,0,0,129,129
MINGHONG-POWER,Private,0,7,0,0,7,7
MINGHONG-POWER,RAC,0,2,0,0,2,2
MINGNUO,Corporate,0,1,0,0,1,1
MINI,Corporate,11668,11784,11783,-115,1,116
MINI,Private,12176,12060,12027,149,33,-116
MINI,RAC,2058,2058,2025,33,33,0
MITSUBISHI,Corporate,5014,5494,5492,-478,2,480
MITSUBISHI,Private,5843,5363,5241,602,122,-480
MITSUBISHI,RAC,4337,4337,4442,-105,-105,0
MITSUBISHI FUSO,Corporate,0,97,0,0,97,97
MITSUBISHI FUSO,Private,0,6,0,0,6,6
MITSUBISHI FUSO,RAC,0,6,0,0,6,6
MITSUBISHI-FUSO,Corporate,0,0,1922,-1922,-1922,0
MITSUBISHI-FUSO,Private,0,0,122,-122,-122,0
MITSUBISHI-FUSO,RAC,0,0,224,-224,-224,0
MLT AUTOMOTIVE,Corporate,0,1,0,0,1,1
MLT AUTOMOTIVE,Private,0,1,0,0,1,1
MOBILVETTA,Private,0,7,0,0,7,7
MOBILVETTA DESIGN,Corporate,0,8,0,0,8,8
MOBILVETTA DESIGN,Private,0,131,0,0,131,131
MOBILVETTA DESIGN,RAC,0,26,0,0,26,26
MOBILVETTA DESIGN SPA,Private,0,1,0,0,1,1
MOBILVETTA DESING,Private,0,11,0,0,11,11
MODELCAR HNOS,Corporate,0,32,0,0,32,32
MODELCAR HNOS,Private,0,1,0,0,1,1
MODELCAR HNOS,RAC,0,25,0,0,25,25
MOKE,Corporate,0,2,5,-5,-3,2
MOKE,Private,0,1,7,-7,-6,1
MOKE,RAC,0,1,7,-7,-6,1
MOKE INTERNATIONAL LTD,Corporate,0,1,0,0,1,1
MOKE INTERNATIONAL LTD,Private,0,7,0,0,7,7
MOKE INTERNATIONAL LTD,RAC,0,7,0,0,7,7
MOLAS,Corporate,0,3,0,0,3,3
MOLAS,Private,0,1,0,0,1,1
MONCAR EUROPA,Corporate,0,21,0,0,21,21
MONCAR EUROPA,Private,0,5,0,0,5,5
MONTULL,Corporate,0,1,0,0,1,1
MONZA,Corporate,0,22,0,0,22,22
MONZA,RAC,0,1,0,0,1,1
MOOVEO,RAC,0,1,0,0,1,1
MORELO,Private,0,1,0,0,1,1
MORELO,RAC,0,3,0,0,3,3
MORGAN,Corporate,0,2,0,0,2,2
MORGAN,Private,0,10,9,-9,1,10
MORGAN,RAC,0,0,0,0,0,0
MOTO STAR,Corporate,0,11,0,0,11,11
MOTO STAR,Private,0,33,0,0,33,33
MOTOWEKTOR,Private,0,1,0,0,1,1
MOVEX,Corporate,0,279,0,0,279,279
MOVEX,Private,0,1,0,0,1,1
MOVEX,RAC,0,85,0,0,85,85
MULTIGOM,Corporate,0,8,0,0,8,8
MULTIGOM,Private,0,5,0,0,5,5
MULTIGOM,RAC,0,2,0,0,2,2
MULTITEL,Corporate,0,54,0,0,54,54
MULTITEL,Private,0,1,0,0,1,1
MULTITEL,RAC,0,75,0,0,75,75
MUSTANG,Private,0,1,0,0,1,1
MW MOTORS,Corporate,0,2,2,-2,0,2
MW MOTORS,Private,0,0,0,0,0,0
MW MOTORS,RAC,0,0,0,0,0,0
MYCSA,Corporate,0,2,0,0,2,2
NARROTRAILER FRUEHAUF,Corporate,0,6,0,0,6,6
NEOPLAN,Corporate,0,1,0,0,1,1
NEW HOLLAND,Corporate,0,2,0,0,2,2
NEW HOLLAND,Private,0,1,0,0,1,1
NEXTEM,Corporate,0,15,20,-20,-5,15
NEXTEM,Private,0,0,0,0,0,0
NEXTEM,RAC,0,10,12,-12,-2,10
NIESMANN BISCHOFF,Corporate,0,1,0,0,1,1
NIESMANN BISCHOFF,Private,0,8,0,0,8,8
NIESMANN+BISCHOFF,Corporate,0,1,0,0,1,1
NISSAN,Corporate,45995,46746,46751,-756,-5,751
NISSAN,Private,41336,40585,41005,331,-420,-751
NISSAN,RAC,13676,13676,12675,1001,1001,0
NOGE,Corporate,0,1,0,0,1,1
NOGE,Private,0,1,0,0,1,1
NOGE,RAC,0,5,0,0,5,5
NORANTZ,Corporate,0,4,0,0,4,4
NORANTZ,Private,0,7,0,0,7,7
NORANTZ,RAC,0,4,0,0,4,4
NOROESTE,Corporate,0,58,0,0,58,58
NOROESTE,Private,0,2,0,0,2,2
NOROESTE,RAC,0,7,0,0,7,7
NORTH CAPE,Private,0,7,0,0,7,7
NORTH CAPE,RAC,0,3,0,0,3,3
NOSMOKE,Corporate,0,3,0,0,3,3
NOSMOKE,Private,0,12,0,0,12,12
NOVARINI,Corporate,0,3,0,0,3,3
ODES,Corporate,0,12,0,0,12,12
ODES,Private,0,19,0,0,19,19
ODL,Corporate,0,2,0,0,2,2
OHM,Corporate,0,1,23,-23,-22,1
OHM,Private,0,0,0,0,0,0
OHM,RAC,0,2,3,-3,-1,2
OIL&STEEL,Corporate,0,45,0,0,45,45
OIL&STEEL,Private,0,1,0,0,1,1
OIL&STEEL,RAC,0,26,0,0,26,26
OLIAT,Corporate,0,3,0,0,3,3
OLIAT,Private,0,1,0,0,1,1
OMARS,Corporate,0,1,0,0,1,1
OMODA,Corporate,0,3739,3557,-3557,182,3739
OMODA,Private,0,16325,16409,-16409,-84,16325
OMODA,RAC,0,1855,1953,-1953,-98,1855
ONTINYENT,Corporate,0,1,0,0,1,1
OPAI,Private,0,1,0,0,1,1
OPEL,Corporate,53326,56700,56701,-3375,-1,3374
OPEL,Private,22229,18855,21633,596,-2778,-3374
OPEL,RAC,28405,28405,27105,1300,1300,0
OTOKAR,Corporate,0,139,0,0,139,139
OTOKAR,RAC,0,64,0,0,64,64
PALFINGER,Corporate,0,25,0,0,25,25
PALFINGER,Private,0,1,0,0,1,1
PALFINGER,RAC,0,74,0,0,74,74
PALFINGER PLATFORMS,Corporate,0,17,0,0,17,17
PALFINGER PLATFORMS,RAC,0,3,0,0,3,3
PANADERO,Private,0,1,0,0,1,1
PANAMA,Corporate,0,11,0,0,11,11
PANAMA,Private,0,145,0,0,145,145
PANAMA,RAC,0,20,0,0,20,20
PEGASO,Corporate,0,1,0,0,1,1
PEGASO,Private,0,2,0,0,2,2
PEQUEMAR,Corporate,0,4,0,0,4,4
PERIANES,Corporate,0,46,0,0,46,46
PERIANES,Private,0,6,0,0,6,6
PERTASA,Corporate,0,38,0,0,38,38
PERTASA,Private,0,3,0,0,3,3
PERTASA,RAC,0,1,0,0,1,1
PEUGEOT,Corporate,116034,119517,119518,-3484,-1,3483
PEUGEOT,Private,57675,54192,58084,-409,-3892,-3483
PEUGEOT,RAC,52054,52054,52736,-682,-682,0
PEÑA,Corporate,0,1,0,0,1,1
PEÑA,Private,0,2,0,0,2,2
PIAGGIO,Corporate,0,326,522,-522,-196,326
PIAGGIO,Private,0,20,19,-19,1,20
PIAGGIO,RAC,0,25,61,-61,-36,25
PILOTCAR,Corporate,0,4,0,0,4,4
PILOTCAR,Private,0,2,0,0,2,2
PILOTCAR,RAC,0,2,0,0,2,2
PILOTE,Corporate,0,4,0,0,4,4
PILOTE,Private,0,241,0,0,241,241
PILOTE,RAC,0,59,0,0,59,59
PIQUERSA,Corporate,0,12,0,0,12,12
PIQUERSA,Private,0,1,0,0,1,1
PIRINEUS,Corporate,0,40,0,0,40,40
PIRINEUS,Private,0,1,0,0,1,1
PLA,RAC,0,1,0,0,1,1
POESSI,Private,0,1,0,0,1,1
POESSI,RAC,0,1,0,0,1,1
POESSL,Corporate,0,3,0,0,3,3
POESSL,Private,0,33,0,0,33,33
POESSL,RAC,0,16,0,0,16,16
POLARIS,Corporate,0,293,0,0,293,293
POLARIS,Private,0,275,0,0,275,275
POLARIS,RAC,0,8,0,0,8,8
POLESTAR,Corporate,0,1390,1344,-1344,46,1390
POLESTAR,Private,0,273,275,-275,-2,273
POLESTAR,RAC,0,549,593,-593,-44,549
POLIGRUA,Corporate,0,2,0,0,2,2
POLYCAR,Corporate,0,7,0,0,7,7
POLYCAR,Private,0,3,0,0,3,3
PONCIN VEHICLES,Corporate,0,1,0,0,1,1
PONIENTE,Corporate,0,19,0,0,19,19
PONIENTE,Private,0,4,0,0,4,4
PONIENTE,RAC,0,2,0,0,2,2
PONTIAC,Corporate,0,2,0,0,2,2
PONTIAC,Private,0,1,0,0,1,1
PORSCHE,Corporate,5990,6003,5900,90,103,13
PORSCHE,Private,4009,3996,3975,34,21,-13
PORSCHE,RAC,508,508,614,-106,-106,0
POSSI,Private,0,6,0,0,6,6
POSSI,RAC,0,4,0,0,4,4
POSSL,Corporate,0,5,0,0,5,5
POSSL,Private,0,79,0,0,79,79
POSSL,RAC,0,8,0,0,8,8
PROCHASIS,Corporate,0,16,0,0,16,16
PRONATC,Corporate,0,7,0,0,7,7
PRONATC,Private,0,2,0,0,2,2
PRONATC,RAC,0,3,0,0,3,3
PROTEC FIRE,Corporate,0,139,0,0,139,139
PROTEC FIRE,RAC,0,12,0,0,12,12
PUJOL,Corporate,0,213,0,0,213,213
PUJOL,Private,0,4,0,0,4,4
PUJOL,RAC,0,55,0,0,55,55
PULSAR EXPO S.R.O.,Corporate,0,1,0,0,1,1
PUMA,Corporate,0,1,0,0,1,1
QJMOTOR,Corporate,0,7,0,0,7,7
QJMOTOR,Private,0,11,0,0,11,11
QUADDY,Corporate,0,73,0,0,73,73
QUADDY,Private,0,58,0,0,58,58
QUADDY,RAC,0,33,0,0,33,33
RAID SERVICES 4X4 S.L,Corporate,0,1,0,0,1,1
RAM,Corporate,0,3,0,0,3,3
RANDGER,Corporate,0,5,0,0,5,5
RANDGER,Private,0,138,0,0,138,138
RANDGER,RAC,0,20,0,0,20,20
RANGE ROVER,Private,0,1,0,0,1,1
RANGER,Private,0,1,0,0,1,1
RAPID,Corporate,0,3,0,0,3,3
RAPID,Private,0,30,0,0,30,30
RAPID,RAC,0,5,0,0,5,5
RAPIDO,Corporate,0,13,0,0,13,13
RAPIDO,Private,0,204,0,0,204,204
RAPIDO,RAC,0,7,0,0,7,7
RAVO,Corporate,0,1,0,0,1,1
RECAPOL,Corporate,0,667,0,0,667,667
RECAPOL,Private,0,45,0,0,45,45
RECAPOL,RAC,0,459,0,0,459,459
REGA,Corporate,0,3,0,0,3,3
REGA,Private,0,3,0,0,3,3
REGARD,Corporate,0,1,0,0,1,1
REHATRANS,Corporate,0,315,0,0,315,315
REHATRANS,Private,0,42,0,0,42,42
REHATRANS,RAC,0,32,0,0,32,32
REMAOP,Corporate,0,7,0,0,7,7
REMASFRI,Corporate,0,8,0,0,8,8
REMASFRI,RAC,0,2,0,0,2,2
REMOTAL,Corporate,0,2,0,0,2,2
REMOTAL,Private,0,1,0,0,1,1
RENAULT,Corporate,147254,153084,153085,-5831,-1,5830
RENAULT,Private,95185,89355,95634,-449,-6279,-5830
RENAULT,RAC,34928,34928,34168,760,760,0
RENAULT TRUCKS,Corporate,0,11,2211,-2211,-2200,11
RENAULT TRUCKS,Private,0,2,358,-358,-356,2
RENAULT TRUCKS,RAC,0,2,1151,-1151,-1149,2
RENAULT TRUCKS SAS,Corporate,0,7,0,0,7,7
RENAULT TRUCKS SAS,Private,0,1,0,0,1,1
RENLI,RAC,0,1,0,0,1,1
REVOLSA,Corporate,0,1,0,0,1,1
REWACO,Private,0,2,0,0,2,2
REYCAR,Corporate,0,37,0,0,37,37
REYCAR,Private,0,1,0,0,1,1
REYCAR,RAC,0,1,0,0,1,1
RIGUAL,Corporate,0,1,0,0,1,1
RIMOR,Corporate,0,4,0,0,4,4
RIMOR,Private,0,48,0,0,48,48
RIMOR,RAC,0,124,0,0,124,124
RIUDACARR,Corporate,0,16,0,0,16,16
RIUDACARR,Private,0,3,0,0,3,3
ROBETA,Private,0,1,0,0,1,1
ROBETA,RAC,0,5,0,0,5,5
ROBLES,Corporate,0,1,0,0,1,1
RODRIGUEZ LOPEZ AUTO,Corporate,0,180,0,0,180,180
RODRIGUEZ LOPEZ AUTO,Private,0,1512,0,0,1512,1512
RODRIGUEZ LOPEZ AUTO,RAC,0,589,0,0,589,589
ROGA,Corporate,0,15,0,0,15,15
ROGA,Private,0,2,0,0,2,2
ROLLER,RAC,0,1,0,0,1,1
ROLLER TEAM,Corporate,0,12,0,0,12,12
ROLLER TEAM,Private,0,442,0,0,442,442
ROLLER TEAM,RAC,0,316,0,0,316,316
ROLLS-ROYCE,Corporate,0,5,5,-5,0,5
ROLLS-ROYCE,Private,0,6,4,-4,2,6
ROLLS-ROYCE,RAC,0,0,0,0,0,0
ROMERO,Corporate,0,49,0,0,49,49
ROMERO,Private,0,3,0,0,3,3
ROMERO,RAC,0,7,0,0,7,7
ROMINSTAL SEGRIA,Corporate,0,1,0,0,1,1
ROMU,Corporate,0,485,0,0,485,485
ROMU,Private,0,112,0,0,112,112
ROMU,RAC,0,244,0,0,244,244
ROS-ROCA,Corporate,0,13,0,0,13,13
ROS-ROCA,RAC,0,1,0,0,1,1
ROSENBAUER,Corporate,0,34,0,0,34,34
ROTOMAR,Corporate,0,80,0,0,80,80
ROTOMAR,Private,0,3,0,0,3,3
ROTOMAR,RAC,0,9,0,0,9,9
RTF,Corporate,0,3,0,0,3,3
RUNHORSE,Corporate,0,2,0,0,2,2
S.M.,Corporate,0,3,0,0,3,3
SAHER,Corporate,0,1,0,0,1,1
SALEO-KRANE,Corporate,0,4,0,0,4,4
SAMSUNG,Corporate,0,1,0,0,1,1
SAN COSME Y SAN DAMIAN,Corporate,0,2,0,0,2,2
SAN COSME Y SAN DAMIAN,Private,0,1,0,0,1,1
SANTANA,Corporate,0,8,8,-8,0,8
SANTANA,Private,0,0,0,0,0,0
SANTANA,RAC,0,0,0,0,0,0
SARTRUCK,Corporate,0,188,0,0,188,188
SARTRUCK,Private,0,6,0,0,6,6
SARTRUCK,RAC,0,61,0,0,61,61
SATURN,Corporate,0,1,0,0,1,1
SCANIA,Corporate,0,89,0,0,89,89
SCANIA,Private,0,1,0,0,1,1
SCANIA,RAC,0,2,0,0,2,2
SCANIA CVAB,Corporate,0,1,0,0,1,1
SCION,Corporate,0,1,0,0,1,1
SCORA,Corporate,0,41,0,0,41,41
SCORA,Private,0,1,0,0,1,1
SCORA,RAC,0,25,0,0,25,25
SD SERVICES,Corporate,0,2,0,0,2,2
SEA-ELNAGH,RAC,0,1,0,0,1,1
SEAT,Corporate,64639,67469,67472,-2833,-3,2830
SEAT,Private,81979,79149,81546,433,-2397,-2830
SEAT,RAC,43328,43328,41022,2306,2306,0
SEG,Corporate,0,2,0,0,2,2
SEG,Private,0,6,0,0,6,6
SEGOTRAILER,Corporate,0,3,0,0,3,3
SEGOTRAILER,Private,0,1,0,0,1,1
SEGWAY,Corporate,0,75,0,0,75,75
SEGWAY,Private,0,140,0,0,140,140
SEGWAY,RAC,0,4,0,0,4,4
SEMICARFRAN SL,Corporate,0,189,0,0,189,189
SEMICARFRAN SL,Private,0,28,0,0,28,28
SEMICARFRAN SL,RAC,0,191,0,0,191,191
"SEMICARFRAN,S.L",Corporate,0,155,0,0,155,155
"SEMICARFRAN,S.L",Private,0,22,0,0,22,22
"SEMICARFRAN,S.L",RAC,0,103,0,0,103,103
SERES,Corporate,0,107,96,-96,11,107
SERES,Private,0,21,23,-23,-2,21
SERES,RAC,0,3,3,-3,0,3
SERRANO,Corporate,0,3,0,0,3,3
SERRANO,RAC,0,1,0,0,1,1
SERVI CAR,Corporate,0,54,0,0,54,54
SERVI CAR,RAC,0,2,0,0,2,2
SERVICAR,Corporate,0,100,0,0,100,100
SERVICAR,Private,0,2,0,0,2,2
SERVICAR,RAC,0,15,0,0,15,15
SETRA,Corporate,0,33,0,0,33,33
SETRA,RAC,0,14,0,0,14,14
SHARENGO ZHIDOU,Corporate,0,1,0,0,1,1
SHINERAY,Corporate,0,5,89,-89,-84,5
SHINERAY,Private,0,3,937,-937,-934,3
SHINERAY,RAC,0,0,580,-580,-580,0
SIGLER,Corporate,0,3,0,0,3,3
SIGLER,Private,0,4,0,0,4,4
SIGLER,RAC,0,20,0,0,20,20
SILA,Corporate,0,84,0,0,84,84
SILA,RAC,0,2,0,0,2,2
SILENCE,Corporate,0,175,0,0,175,175
SILENCE,Private,0,394,0,0,394,394
SILENCE,RAC,0,32,0,0,32,32
SIN MARCA,Corporate,0,2579,0,0,2579,2579
SIN MARCA,Private,0,472,0,0,472,472
SIN MARCA,RAC,0,1329,0,0,1329,1329
SKODA,Corporate,49529,49529,48344,1185,1185,0
SKODA,Private,41139,41139,41078,61,61,0
SKODA,RAC,21754,21754,22965,-1211,-1211,0
SKYWELL,Corporate,0,13,12,-12,1,13
SKYWELL,Private,0,2,2,-2,0,2
SKYWELL,RAC,0,0,0,0,0,0
SMART,Corporate,0,1352,1351,-1351,1,1352
SMART,Private,0,1109,1078,-1078,31,1109
SMART,RAC,0,216,238,-238,-22,216
SNOEKS,Corporate,0,2,0,0,2,2
SNOEKS,Private,0,1,0,0,1,1
SNOEKS AUTOMOTIVE,Corporate,0,7,0,0,7,7
SNOEKS AUTOMOTIVE,Private,0,1,0,0,1,1
SOCAGE,Corporate,0,249,0,0,249,249
SOCAGE,Private,0,5,0,0,5,5
SOCAGE,RAC,0,222,0,0,222,222
SOCAGE S.R.L.,Corporate,0,2,0,0,2,2
SOCAGE S.R.L.,RAC,0,1,0,0,1,1
SOLARIS,Corporate,0,378,0,0,378,378
SOLARIS,RAC,0,3,0,0,3,3
SOLIS,Private,0,2,0,0,2,2
SOMONTE,Corporate,0,7,0,0,7,7
SOMONTE,Private,0,2,0,0,2,2
SOMONTE,RAC,0,1,0,0,1,1
SORIBERICA,Corporate,0,628,0,0,628,628
SORTIMO,Corporate,0,5719,0,0,5719,5719
SORTIMO,Private,0,2,0,0,2,2
SORTIMO,RAC,0,1,0,0,1,1
SPORTEQUIPE,Corporate,0,8,0,0,8,8
SPORTEQUIPE,Private,0,9,3,-3,6,9
SPORTEQUIPE,RAC,0,1,0,0,1,1
SSANGYONG,Corporate,0,3148,3148,-3148,0,3148
SSANGYONG,Private,0,2853,3077,-3077,-224,2853
SSANGYONG,RAC,0,1997,1997,-1997,0,1997
STELLANTIS,Private,0,4,0,0,4,4
STELLANTIS,RAC,0,6,0,0,6,6
STELLANTIS EUROPE S.P.A.,Private,0,16,0,0,16,16
STELLANTIS EUROPE S.P.A.,RAC,0,2,0,0,2,2
STERCKEMAN,Private,0,2,0,0,2,2
STEYR,Corporate,0,1,0,0,1,1
STEYR DAIMLER PUCH,Private,0,2,0,0,2,2
STIL CONVERSION,Corporate,0,49,0,0,49,49
STIL CONVERSION,Private,0,267,0,0,267,267
STIL CONVERSION,RAC,0,120,0,0,120,120
STILL,Private,0,2,0,0,2,2
STOEWER,Private,0,1,0,0,1,1
STORTI,Corporate,0,1,0,0,1,1
STRTRAC,Corporate,0,1,0,0,1,1
STX,Corporate,0,28,0,0,28,28
STX,Private,0,4,0,0,4,4
STX,RAC,0,3,0,0,3,3
SUBARU,Corporate,0,1696,1710,-1710,-14,1696
SUBARU,Private,0,2302,2266,-2266,36,2302
SUBARU,RAC,0,714,714,-714,0,714
SUBIELA,Corporate,0,879,0,0,879,879
SUBIELA,Private,0,21,0,0,21,21
SUBIELA,RAC,0,32,0,0,32,32
SUCARRATS,Corporate,0,22,0,0,22,22
SUN LIVING,Corporate,0,2,0,0,2,2
SUN LIVING,Private,0,89,0,0,89,89
SUN LIVING,RAC,0,90,0,0,90,90
SUNSUNDEGUI,Corporate,0,39,0,0,39,39
SUNSUNDEGUI,RAC,0,23,0,0,23,23
SURTRUCK,Corporate,0,88,0,0,88,88
SURTRUCK,RAC,0,1,0,0,1,1
SUZUKI,Corporate,4587,4668,4275,312,393,81
SUZUKI,Private,11669,11588,11625,44,-37,-81
SUZUKI,RAC,2357,2357,2695,-338,-338,0
SUZUKI SANTANA,Private,0,1,0,0,1,1
SVOS,Corporate,0,7,0,0,7,7
SWITCH,Corporate,0,2,0,0,2,2
SWITCH,RAC,0,1,0,0,1,1
SWM,Corporate,0,91,0,0,91,91
SWM,Private,0,936,0,0,936,936
SWM,RAC,0,580,0,0,580,580
SYESVE,Corporate,0,1,0,0,1,1
T Y B TORREBLANCA,Corporate,0,1,0,0,1,1
T.R.AUDI,Corporate,0,1,0,0,1,1
TADAMA,Corporate,0,1,0,0,1,1
TADAMA,Private,0,1,0,0,1,1
TAGASA,Corporate,0,10,0,0,10,10
TAGASA,Private,0,1,0,0,1,1
TAGASA,RAC,0,1,0,0,1,1
TAILON,Corporate,0,5,0,0,5,5
TAILON,Private,0,1,0,0,1,1
TALLERES AGUILAR,Corporate,0,99,0,0,99,99
TALLERES AGUILAR,Private,0,16,0,0,16,16
TALLERES AGUILAR,RAC,0,14,0,0,14,14
TALLERES ALFONSO,Corporate,0,1,0,0,1,1
TALLERES ARTIETA,Corporate,0,3,0,0,3,3
TALLERES ARTIETA,Private,0,1,0,0,1,1
TALLERES JOFRAUTO,Corporate,0,2,0,0,2,2
TALLERES LAS GANDARAS,Corporate,0,12,0,0,12,12
TALLERES PRAT,Corporate,0,5,0,0,5,5
TALLERES PRAT,Private,0,3,0,0,3,3
TALLERES PRAT,RAC,0,1,0,0,1,1
TALLERES PRAT RUSIÑOL,Corporate,0,235,0,0,235,235
TALLERES PRAT RUSIÑOL,Private,0,30,0,0,30,30
TALLERES PRAT RUSIÑOL,RAC,0,38,0,0,38,38
TALLERES PRAT-RUSIÑOL,Corporate,0,14,0,0,14,14
TALLERES PRAT-RUSIÑOL,Private,0,3,0,0,3,3
TAMAME,Corporate,0,35,0,0,35,35
TAMAME,Private,0,5,0,0,5,5
TAMAME,RAC,0,7,0,0,7,7
TAMBRE,Corporate,0,8,0,0,8,8
TAMBRE,Private,0,2,0,0,2,2
TAZZARI,Private,0,1,0,0,1,1
TAZZARI,RAC,0,7,0,0,7,7
TCI,Corporate,0,1,0,0,1,1
TCM-TOYO,Corporate,0,1,0,0,1,1
TECHOIL,Corporate,0,1,0,0,1,1
TECNO TRAILER MURCIA,Corporate,0,17,0,0,17,17
TECNO TRAILER MURCIA,Private,0,1,0,0,1,1
TECNOCARROCERA,Corporate,0,176,0,0,176,176
TECNOCARROCERA,Private,0,27,0,0,27,27
TECNOCARROCERA,RAC,0,92,0,0,92,92
TECNOCARSA,Corporate,0,154,0,0,154,154
TECNOCARSA,Private,0,11,0,0,11,11
TECNOCARSA,RAC,0,32,0,0,32,32
TECNOCARSA SLL,Corporate,0,6,0,0,6,6
"TECNOCARSA, S.L.",Corporate,0,22,0,0,22,22
"TECNOCARSA, S.L.",Private,0,1,0,0,1,1
"TECNOCARSA, S.L.",RAC,0,6,0,0,6,6
TECNOGRUA,Corporate,0,6,0,0,6,6
TECNOGRUA,Private,0,1,0,0,1,1
TECNOVE,Corporate,0,224,0,0,224,224
TECNOVE,Private,0,35,0,0,35,35
TECNOVE,RAC,0,4,0,0,4,4
TECNOVE CUSTOM TRUCKS,Corporate,0,17,0,0,17,17
TECNOVE FIBERGLASS,Corporate,0,236,0,0,236,236
TECNOVE FIBERGLASS,Private,0,19,0,0,19,19
TECNOVE FIBERGLASS,RAC,0,426,0,0,426,426
TEICAR,Corporate,0,6,0,0,6,6
TEICAR,RAC,0,1,0,0,1,1
TEKAYDINLAR,Corporate,0,15,0,0,15,15
TEKAYDINLAR,RAC,0,3,0,0,3,3
TELSA INNOVACION,Corporate,0,1,0,0,1,1
TEMSA,Corporate,0,94,0,0,94,94
TEMSA,Private,0,3,0,0,3,3
TEMSA,RAC,0,13,0,0,13,13
TENAX,Corporate,0,145,0,0,145,145
TERRADAS,Corporate,0,130,0,0,130,130
TERRADAS,Private,0,1,0,0,1,1
TERRADAS,RAC,0,6,0,0,6,6
TESLA,Corporate,8963,9225,8519,444,706,262
TESLA,Private,36705,36443,37103,-398,-660,-262
TESLA,RAC,308,308,307,1,1,0
TESLA MOTORS,Corporate,0,1,0,0,1,1
TEYCARS,Corporate,0,1,0,0,1,1
TEYME,Corporate,0,1,0,0,1,1
TGB,Corporate,0,8,0,0,8,8
TGB,Private,0,24,0,0,24,24
THEAULT,Corporate,0,1,0,0,1,1
THERMOBUS,Corporate,0,7,0,0,7,7
THERMOBUS,Private,0,1,0,0,1,1
THERMOEUROP,Corporate,0,20,0,0,20,20
