anyo,mes,marca,canal,fuel_type,count
2025,01,MINI,Corporate,ICE,102
2025,01,MINI,Private,BEV,79
2025,01,MINI,Private,ICE,146
2025,01,MINI,RAC,ICE,152
2025,01,MITSUBISHI,Corporate,ICE,75
2025,01,MITSUBISHI,Corporate,PHEV,24
2025,01,MITSUBISHI,Private,ICE,130
2025,01,MITSUBISHI,Private,PHEV,22
2025,01,MITSUBISHI FUSO,Corporate,ICE,3
2025,01,MOBILVETTA DESIGN,Private,ICE,1
2025,01,MODELCAR HNOS,Corporate,ICE,2
2025,01,MODELCAR HNOS,RAC,ICE,1
2025,01,MOVEX,Corporate,ICE,8
2025,01,MOVEX,RAC,ICE,2
2025,01,MULTITEL,Corporate,ICE,6
2025,01,MULTITEL,RAC,ICE,1
2025,01,NARROTRAILER FRUEHAUF,Corporate,ICE,1
2025,01,NEXTEM,Corporate,BEV,3
2025,01,NISSAN,Corporate,BEV,26
2025,01,NISSAN,Corporate,ICE,1385
2025,01,NISSAN,Private,BEV,11
2025,01,NISSAN,Private,ICE,1305
2025,01,NISSAN,RAC,ICE,469
2025,01,NORANTZ,Private,ICE,1
2025,01,NOROESTE,Private,ICE,1
2025,01,NORTH CAPE,RAC,ICE,1
2025,01,ODES,Corporate,ICE,1
2025,01,ODES,Private,ICE,1
2025,01,OHM,Corporate,BEV,1
2025,01,OIL&STEEL,RAC,ICE,1
2025,01,OMODA,Corporate,BEV,6
2025,01,OMODA,Corporate,ICE,100
2025,01,OMODA,Private,BEV,16
2025,01,OMODA,Private,ICE,589
2025,01,OMODA,RAC,ICE,207
2025,01,OPEL,Corporate,BEV,73
2025,01,OPEL,Corporate,ICE,1131
2025,01,OPEL,Corporate,PHEV,148
2025,01,OPEL,Private,BEV,16
2025,01,OPEL,Private,ICE,463
2025,01,OPEL,Private,PHEV,10
2025,01,OPEL,RAC,ICE,159
2025,01,OPEL,RAC,PHEV,1
2025,01,OTOKAR,Corporate,ICE,3
2025,01,PALFINGER,Corporate,BEV,1
2025,01,PALFINGER PLATFORMS,Corporate,ICE,1
2025,01,PANAMA,Private,ICE,3
2025,01,PEGASO,Corporate,ICE,1
2025,01,PERTASA,Corporate,ICE,1
2025,01,PEUGEOT,Corporate,BEV,214
2025,01,PEUGEOT,Corporate,ICE,2551
2025,01,PEUGEOT,Corporate,PHEV,22
2025,01,PEUGEOT,Private,BEV,67
2025,01,PEUGEOT,Private,ICE,1438
2025,01,PEUGEOT,Private,PHEV,15
2025,01,PEUGEOT,RAC,BEV,91
2025,01,PEUGEOT,RAC,ICE,655
2025,01,PIAGGIO,Corporate,ICE,8
2025,01,PIAGGIO,Private,ICE,1
2025,01,PIAGGIO,RAC,ICE,1
2025,01,PILOTE,Private,ICE,4
2025,01,PIRINEUS,Corporate,ICE,1
2025,01,POLARIS,Corporate,ICE,15
2025,01,POLARIS,Private,ICE,9
2025,01,POLESTAR,Corporate,BEV,19
2025,01,POLESTAR,Private,BEV,15
2025,01,PORSCHE,Corporate,BEV,79
2025,01,PORSCHE,Corporate,ICE,44
2025,01,PORSCHE,Corporate,PHEV,77
2025,01,PORSCHE,Private,BEV,42
2025,01,PORSCHE,Private,ICE,55
2025,01,PORSCHE,Private,PHEV,31
2025,01,PORSCHE,RAC,BEV,3
2025,01,PORSCHE,RAC,ICE,7
2025,01,PORSCHE,RAC,PHEV,6
2025,01,POSSL,Private,ICE,1
2025,01,PUJOL,Corporate,ICE,15
2025,01,PUJOL,RAC,ICE,2
2025,01,QUADDY,Corporate,ICE,1
2025,01,QUADDY,Private,ICE,4
2025,01,RANDGER,Corporate,ICE,1
2025,01,RANDGER,Private,ICE,1
2025,01,RANGE ROVER,Private,ICE,1
2025,01,RAPID,Private,ICE,1
2025,01,RAPIDO,Private,ICE,8
2025,01,RECAPOL,Corporate,ICE,11
2025,01,RECAPOL,RAC,ICE,21
2025,01,REGARD,Corporate,BEV,1
2025,01,REHATRANS,Corporate,ICE,19
2025,01,RENAULT,Corporate,BEV,337
2025,01,RENAULT,Corporate,ICE,2817
2025,01,RENAULT,Corporate,PHEV,41
2025,01,RENAULT,Private,BEV,131
2025,01,RENAULT,Private,ICE,1890
2025,01,RENAULT,Private,PHEV,60
2025,01,RENAULT,RAC,BEV,4
2025,01,RENAULT,RAC,ICE,744
2025,01,RENAULT TRUCKS,Corporate,ICE,1
2025,01,RIMOR,Private,ICE,2
2025,01,RIMOR,RAC,ICE,6
2025,01,RIUDACARR,Corporate,ICE,1
2025,01,RODRIGUEZ LOPEZ AUTO,Corporate,ICE,3
2025,01,RODRIGUEZ LOPEZ AUTO,Private,ICE,12
2025,01,ROLLER TEAM,Private,ICE,8
2025,01,ROLLER TEAM,RAC,ICE,6
2025,01,ROMU,Corporate,ICE,5
2025,01,ROMU,Private,ICE,5
2025,01,ROMU,RAC,ICE,4
2025,01,ROSENBAUER,Corporate,ICE,7
2025,01,ROTOMAR,Corporate,ICE,1
2025,01,SALEO-KRANE,Corporate,ICE,2
2025,01,SARTRUCK,Corporate,ICE,4
2025,01,SARTRUCK,Private,ICE,1
2025,01,SARTRUCK,RAC,ICE,1
2025,01,SCANIA,Corporate,ICE,1
2025,01,SCORA,Corporate,ICE,4
2025,01,SCORA,RAC,ICE,6
2025,01,SEAT,Corporate,ICE,1695
2025,01,SEAT,Corporate,PHEV,43
2025,01,SEAT,Private,ICE,1830
2025,01,SEAT,Private,PHEV,25
2025,01,SEAT,RAC,ICE,123
2025,01,SEGWAY,Private,ICE,2
2025,01,SEMICARFRAN SL,Corporate,ICE,4
2025,01,SEMICARFRAN SL,Private,ICE,3
2025,01,SEMICARFRAN SL,RAC,ICE,8
2025,01,SERES,Corporate,BEV,3
2025,01,SERVICAR,Corporate,ICE,5
2025,01,SETRA,Corporate,ICE,2
2025,01,SILA,Corporate,ICE,3
2025,01,SILENCE,Corporate,BEV,18
2025,01,SILENCE,Private,BEV,16
2025,01,SIN MARCA,Corporate,ICE,26
2025,01,SIN MARCA,Corporate,PHEV,68
2025,01,SIN MARCA,Private,ICE,16
2025,01,SIN MARCA,Private,PHEV,9
2025,01,SIN MARCA,RAC,ICE,1
2025,01,SIN MARCA,RAC,PHEV,18
2025,01,SKODA,Corporate,BEV,32
2025,01,SKODA,Corporate,ICE,1052
2025,01,SKODA,Corporate,PHEV,30
2025,01,SKODA,Private,BEV,7
2025,01,SKODA,Private,ICE,746
2025,01,SKODA,Private,PHEV,40
2025,01,SKODA,RAC,ICE,613
2025,01,SKYWELL,Corporate,BEV,1
2025,01,SMART,Corporate,BEV,18
2025,01,SMART,Private,BEV,16
2025,01,SOCAGE,Corporate,ICE,6
2025,01,SOCAGE,Private,ICE,1
2025,01,SOCAGE,RAC,ICE,11
2025,01,SOLIS,Private,ICE,1
2025,01,SORIBERICA,Corporate,ICE,38
2025,01,SORTIMO,Corporate,BEV,6
2025,01,SORTIMO,Corporate,ICE,179
2025,01,SORTIMO,Corporate,PHEV,1
2025,01,SPORTEQUIPE,Private,ICE,1
2025,01,SSANGYONG,Corporate,BEV,6
2025,01,SSANGYONG,Corporate,ICE,16
2025,01,SSANGYONG,Private,BEV,6
2025,01,SSANGYONG,Private,ICE,32
2025,01,SSANGYONG,RAC,ICE,2
2025,01,STIL CONVERSION,Corporate,ICE,1
